门店ID,排名,地点名称,距离(km),配送次数,纬度,经度
SHW15,18,天鸿公寓,1.99,7,31.1789,121.3968
SHW15,19,老旺旺大楼,0.93,7,31.1883,121.3948
SHW15,20,古北中央萃,1.88,7,31.1846,121.4078
SHW15,21,碧玉公寓,0.59,7,31.1915,121.3923
SHW15,22,灵长动物三区-日本猕猴,2.78,7,31.1903,121.3656
SHW15,23,虹桥花苑,1.03,6,31.1882,121.3894
SHW15,24,城方·古北璟辰社区,1.18,6,31.1923,121.4052
SHW15,25,新智驿商务中心,1.16,6,31.1886,121.3861
SHW15,26,维多利亚大厦E幢,0.13,6,31.1958,121.3949
SHW15,27,高端服务式公寓(黄金城道分店),1.39,6,31.1939,121.4082
SHW15,28,体汇名都,1.22,6,31.187,121.4002
SHW15,29,祥源广场,0.97,6,31.1879,121.3945
SHW15,30,,0.99,6,31.1886,121.3894
SHW15,31,虹桥明珠公寓,1.24,6,31.1912,121.4053
SHW15,32,维多利亚大厦,0.11,6,31.1956,121.3941
SHW15,33,申宁苑,1.96,6,31.1909,121.3744
SHW15,34,华光花园四期,1.29,6,31.1881,121.3846
SHW15,35,金麟公寓,0.12,5,31.1974,121.3948
SHW15,36,基金小镇·心驿虹桥楼宇党群服务站,1.58,5,31.1828,121.3901
SHW15,37,,1.61,5,31.1826,121.3984
SHW15,38,阿锦面线(红春商务楼店),1.34,5,31.1867,121.3859
SHW15,39,流晶逸彩虹华苑,1.67,5,31.1852,121.3825
SHW15,40,,0.93,5,31.1898,121.3883
SHW15,41,古北国际花园,0.72,5,31.1956,121.4014
SHW15,42,,1.16,5,31.1875,121.3998
SHW15,43,古北中央公园,2.03,5,31.1825,121.4074
SHW15,44,,2.76,5,31.1896,121.3661
SHW15,45,华光花园,1.26,5,31.1876,121.3858
SHW15,46,,0.19,5,31.1977,121.3924
SHW15,47,,1.73,5,31.1913,121.3768
SHW15,48,,1.15,5,31.1886,121.3863
SHW15,49,,1.06,5,31.1882,121.3886
SHW15,50,,0.23,5,31.1982,121.3923
SHW69,1,静安国际科创社区·云汇数智中心,0.77,45,31.2952,121.4514
SHW69,2,嘉悦天地,1.89,25,31.2817,121.4572
SHW69,3,仁恒静安世纪,0.41,21,31.297,121.4545
SHW69,4,哈瑞中心,0.28,20,31.3008,121.4568
SHW69,5,象屿大宁悦府,0.42,19,31.2962,121.4617
SHW69,6,明园森林都市滴翠苑,1.15,16,31.2888,121.4549
SHW69,7,市北高新人才公寓·东苑,0.33,15,31.2959,121.4573
SHW69,8,鼎捷数智大厦,0.5,14,31.2993,121.4532
SHW69,9,市北·壹中心,0.64,14,31.2993,121.4517
SHW69,10,,0.47,14,31.2978,121.4535
SHW69,11,融创·静安映,0.23,14,31.2976,121.4563
SHW69,12,场中小区,1.05,14,31.3059,121.4513
SHW69,13,市北·壹中心,0.71,13,31.3,121.4511
SHW69,14,象屿大宁悦府,0.48,13,31.2956,121.462
SHW69,15,凉五小区水电路1344弄,1.68,12,31.2938,121.4751
SHW69,16,市北·壹中心,0.73,12,31.2991,121.4507
SHW69,17,上海协信星光广场北里,0.11,11,31.298,121.4576
SHW69,18,粤秀名邸,0.46,10,31.302,121.4613
SHW69,19,融创·静安映,0.29,10,31.2972,121.4559
SHW69,20,大地都市型工业园区,1.16,10,31.3042,121.4687
SHW69,21,,2.72,10,31.2937,121.4864
SHW69,22,东贤大厦,0.15,10,31.2976,121.4574
SHW69,23,,0.43,9,31.2966,121.4546
SHW69,24,大宁中环广场A座,0.78,9,31.2924,121.4548
SHW69,25,仁恒静安世纪,0.49,9,31.2972,121.4535
SHW69,26,仁恒静安世纪,0.47,9,31.2979,121.4535
SHW69,27,,1.15,9,31.2887,121.455
SHW69,28,广凉苑,2.14,8,31.2818,121.4692
SHW69,29,满儿国际托育园(协信星光广场店),0.22,8,31.2967,121.4581
SHW69,30,一品新筑苑,1.42,8,31.3027,121.4726
SHW69,31,,0.31,8,31.2959,121.4585
SHW69,32,纪念小区吴家湾路52弄,2.72,7,31.298,121.487
SHW69,33,,0.47,7,31.2965,121.4541
SHW69,34,大宁金茂府2期,1.37,7,31.2864,121.4572
SHW69,35,粤秀苑,1.17,7,31.2883,121.4604
SHW69,36,粤秀名邸,0.55,7,31.3012,121.4634
SHW69,37,明呈商务大厦,0.98,7,31.2905,121.4546
SHW69,38,市北华庭,0.38,7,31.2961,121.4557
SHW69,39,,0.28,7,31.2992,121.4555
SHW69,40,大宁金茂府2期,1.2,7,31.2879,121.4577
SHW69,41,,0.98,6,31.3041,121.4503
SHW69,42,大宁金茂府2期,1.34,6,31.2867,121.4568
SHW69,43,,1.17,6,31.2996,121.4706
SHW69,44,凉城新村街道,1.25,6,31.2949,121.4708
SHW69,45,,0.69,6,31.2981,121.4512
SHW69,46,,0.3,6,31.3007,121.4563
SHW69,47,哈瑞中心,0.27,6,31.3007,121.4568
SHW69,48,市北华庭,0.43,6,31.296,121.4551
SHW69,49,,0.4,5,31.2958,121.4609
SHW69,50,大宁金茂府2期,1.21,5,31.2878,121.4578
BJBS11,1,华润大厦,0.98,37,39.9129,116.4341
BJBS11,2,科锐国际,0.28,25,39.9193,116.4359
BJBS11,3,中国人寿大厦,0.31,25,39.9236,116.4398
BJBS11,4,嘉铭中心B座,2.04,20,39.9281,116.4602
BJBS11,5,光华长安大厦,1.47,20,39.9094,116.4302
BJBS11,6,科锐国际,0.27,19,39.9193,116.436
BJBS11,7,中粮福临门,0.22,18,39.9202,116.4359
BJBS11,8,兴业银行大厦,0.57,16,39.926,116.4359
BJBS11,9,光彩国际公寓,0.87,16,39.9273,116.4443
BJBS11,10,友邦金融中心,2.2,15,39.9277,116.4625
BJBS11,11,华声国际大厦,0.8,15,39.9141,116.4361
BJBS11,12,时尚大厦(金桐西路),1.36,13,39.917,116.4531
BJBS11,13,元嘉国际公寓-写字楼,1.71,12,39.9365,116.4368
BJBS11,14,豆瓣胡同小区西区,1.03,12,39.929,116.4317
BJBS11,15,日坛晶华,0.52,11,39.921,116.4442
BJBS11,16,五矿广场B座,1.24,11,39.9314,116.4324
BJBS11,17,三里屯SOHO办公A座,1.84,11,39.933,116.4532
BJBS11,18,悠唐国际B座,0.03,11,39.9211,116.4378
BJBS11,19,康堡花园,1.45,11,39.9289,116.4518
BJBS11,20,鸿安国际大厦,1.2,10,39.9237,116.4244
BJBS11,21,富华大厦C座,1.08,10,39.9306,116.4354
BJBS11,22,南三里屯13号东院,1.77,10,39.931,116.4544
BJBS11,23,,0.03,10,39.921,116.4384
BJBS11,24,泓晟国际中心,1.15,10,39.9307,116.4329
BJBS11,25,北京INN4号楼,0.6,10,39.9197,116.4313
BJBS11,26,北京永利国际中心,1.6,10,39.9348,116.4441
BJBS11,27,北京INN4号楼,0.61,10,39.9197,116.4312
BJBS11,28,SOHO尚都南塔,1.34,9,39.9177,116.4532
BJBS11,29,骏苑宿舍,1.01,8,39.9154,116.429
BJBS11,30,兆泰国际中心C座,0.24,8,39.9193,116.4367
BJBS11,31,朝外SOHOB座,1.4,8,39.9199,116.4545
BJBS11,32,昆泰国际大厦,0.41,8,39.9231,116.4422
BJBS11,33,阳光都市,1.64,8,39.9357,116.4407
BJBS11,34,,0.27,8,39.9232,116.4397
BJBS11,35,东方银座公寓C座,2.15,8,39.9404,116.4359
BJBS11,36,,1.1,8,39.9308,116.4353
BJBS11,37,,0.24,8,39.9228,116.4399
BJBS11,38,,0.58,7,39.9263,116.4381
BJBS11,39,复星国际中心,1.53,7,39.9241,116.4556
BJBS11,40,,0.53,7,39.9232,116.4325
BJBS11,41,光彩国际公寓,0.93,7,39.9278,116.4447
BJBS11,42,中青旅大厦,1.91,7,39.9378,116.4326
BJBS11,43,银河SOHO商场A座,0.39,7,39.9215,116.4336
BJBS11,44,北京星美医疗美容诊所(三里屯SOHO6号商场店),1.73,7,39.9319,116.4528
BJBS11,45,金麒大厦,0.92,7,39.9238,116.4483
BJBS11,46,南新仓商务大厦B座,1.46,7,39.9331,116.431
BJBS11,47,天阶大厦,1.39,7,39.9161,116.4531
BJBS11,48,,1.32,7,39.9262,116.4521
BJBS11,49,北京信达中心,2.38,6,39.9425,116.4379
BJBS11,50,,0.97,6,39.913,116.4339
BJBS1,1,现代汽车大厦,0.62,42,39.956,116.4626
BJBS1,2,京城大厦(东1门),0.82,32,39.9477,116.4553
BJBS1,3,亮马名居,0.96,26,39.9519,116.4753
BJBS1,4,光明公寓,0.53,23,39.9504,116.4704
BJBS1,5,,0.79,22,39.9443,116.4599
BJBS1,6,中联亚大厦B座,2.07,21,39.9589,116.4425
BJBS1,7,凯宾斯基饭店办公楼,0.15,20,39.9492,116.4644
BJBS1,8,德国中心,0.02,20,39.9505,116.464
BJBS1,9,东湖别墅,2.17,20,39.9422,116.4412
BJBS1,10,朝阳公寓,0.41,19,39.9469,116.4649
BJBS1,11,HelloMart城市市集,0.24,19,39.9513,116.4669
BJBS1,12,华远·九都汇,0.67,18,39.9565,116.4654
BJBS1,13,东润枫景,2.76,18,39.9554,116.496
BJBS1,14,京城大厦,0.93,18,39.9475,116.454
BJBS1,15,星巴克咖啡(北京光明大厦店),0.38,17,39.9524,116.468
BJBS1,16,北京花园公寓,1.07,17,39.9561,116.4745
BJBS1,17,京城大厦(东1门),0.78,17,39.9445,116.4596
BJBS1,18,海晟·名苑北区,2.27,17,39.9396,116.4417
BJBS1,19,丽都悦府,2.83,17,39.973,116.4798
BJBS1,20,北京启皓中心西塔,0.77,15,39.9474,116.4562
BJBS1,21,天安·豪园,1.87,15,39.9346,116.471
BJBS1,22,北京启皓大厦,0.75,15,39.9477,116.4563
BJBS1,23,鹏润大厦,0.97,15,39.9591,116.4664
BJBS1,24,US联邦公寓,0.52,15,39.9552,116.4637
BJBS1,25,嘉和丽园公寓,0.8,15,39.9577,116.4652
BJBS1,26,丽水嘉园(朝阳公园南路),2.63,15,39.9327,116.4844
BJBS1,27,远东科技文化园,3.11,15,39.9593,116.4295
BJBS1,28,白家庄北里,1.96,15,39.9332,116.4604
BJBS1,29,北京燕莎中心写字楼,0.1,14,39.9497,116.4638
BJBS1,30,嘉里·星源汇,0.79,14,39.9497,116.455
BJBS1,31,幸福三村小区,1.38,14,39.9409,116.454
BJBS1,32,北京东苑公寓,0.72,14,39.948,116.472
BJBS1,33,三里屯外交公寓,1.92,14,39.9339,116.4585
BJBS1,34,平安国际金融中心B座,0.32,14,39.9504,116.468
BJBS1,35,,0.39,14,39.9485,116.4679
BJBS1,36,天恒大厦B座,2.61,13,39.9402,116.4367
BJBS1,37,平安国际金融中心B座,0.43,13,39.9499,116.4592
BJBS1,38,京信大厦,0.48,13,39.9543,116.4614
BJBS1,39,,0.71,13,39.9569,116.4654
BJBS1,40,盛厦商务楼,1.59,13,39.9365,116.4611
BJBS1,41,,1.2,13,39.9483,116.4504
BJBS1,42,光明大厦,0.47,13,39.9513,116.4696
BJBS1,43,亮马桥外交办公大楼,0.08,13,39.9509,116.4634
BJBS1,44,凤凰城3期,1.71,13,39.964,116.4543
BJBS1,45,海航大厦,1.06,12,39.9598,116.4675
BJBS1,46,佳程广场,0.83,12,39.9565,116.4583
BJBS1,47,,0.83,12,39.9445,116.4586
BJBS1,48,,1.06,12,39.9418,116.4593
BJBS1,49,盈科中心,2.06,12,39.9326,116.4582
BJBS1,50,,0.79,12,39.9576,116.4653
SHW82,1,金仕达大厦,0.31,37,31.2038,121.6049
SHW82,2,TCL大楼,0.47,30,31.204,121.6066
SHW82,3,上海中医药大学学生公寓(2号门)(装修中),1.51,28,31.1932,121.5911
SHW82,4,张江汤臣豪园三期,0.66,27,31.2,121.5959
SHW82,5,张江汤臣豪园四期,1.07,26,31.1982,121.5922
SHW82,6,Tower3号楼,1.65,25,31.2108,121.5867
SHW82,7,古桐二村,1.72,25,31.2003,121.6194
SHW82,8,张江创业源北区,1.69,24,31.1929,121.5887
SHW82,9,TCL大楼,0.39,24,31.2042,121.6056
SHW82,10,爱酷空间,0.82,24,31.2101,121.5982
SHW82,11,长泰广场C座,0.39,23,31.2068,121.6024
SHW82,12,,0.39,21,31.2068,121.6017
SHW82,13,TCL大楼,0.41,20,31.2033,121.606
SHW82,14,创邑SPACE,1.91,20,31.1987,121.5823
SHW82,15,上海市张江高科技园区87号楼,0.86,19,31.2075,121.5941
SHW82,16,张江高科·集贤天地F幢,2.73,19,31.2092,121.6295
SHW82,17,中国芯科技园,1.18,19,31.2139,121.6005
SHW82,18,东郊花园一期,1.9,19,31.2204,121.6025
SHW82,19,展想中心,1.27,19,31.2074,121.6142
SHW82,20,长泰广场E座,0.38,17,31.2064,121.6035
SHW82,21,国创中心,3.31,17,31.2209,121.6298
SHW82,22,礼德国际,3.54,17,31.223,121.6309
SHW82,23,张江大厦,1.63,17,31.2055,121.5847
SHW82,24,张江药谷,0.98,16,31.1946,121.603
SHW82,25,,1.72,16,31.2115,121.5863
SHW82,26,上海张江汤臣豪园四期日租公寓,0.97,16,31.1994,121.5926
SHW82,27,上海市张江高科技园区8号楼,0.62,15,31.2026,121.5952
SHW82,28,大秦府(天之骄子广场店),2.83,15,31.2136,121.6289
SHW82,29,上海浦东软件园,0.59,15,31.2072,121.5975
SHW82,30,张江汤臣豪园三期,0.51,15,31.1991,121.5996
SHW82,31,日月光水岸花园二期,2.3,15,31.215,121.6216
SHW82,32,康达源谷,0.34,15,31.2056,121.5992
SHW82,33,,0.97,14,31.1947,121.6004
SHW82,34,博鑫商务酒店(上海广兰路地铁站店),1.6,14,31.2027,121.6185
SHW82,35,金科中心,0.74,14,31.21,121.601
SHW82,36,张江·创新园4号楼,0.99,13,31.2054,121.5916
SHW82,37,,0.86,13,31.2104,121.5979
SHW82,38,ATLATL创新研发中心,1.24,13,31.1922,121.6026
SHW82,39,张江·创新园,1.05,13,31.2053,121.5909
SHW82,40,长泰广场A座,0.38,13,31.2067,121.6008
SHW82,41,长泰广场B座,0.37,12,31.2067,121.6017
SHW82,42,上海·浦东张江园区,1.4,12,31.2017,121.6163
SHW82,43,,1.02,12,31.1953,121.6068
SHW82,44,金桥寓见·礼御绿谷公寓,8.07,11,31.2208,121.684
SHW82,45,金科中心C座,0.6,11,31.2087,121.601
SHW82,46,中兴通讯大厦(晨晖路),1.59,11,31.198,121.5862
SHW82,47,展想广场1号楼,2.7,11,31.2108,121.6287
SHW82,48,,1.21,11,31.212,121.594
SHW82,49,,0.35,11,31.2032,121.6053
SHW82,50,,1.27,10,31.2073,121.6142
BJW51,1,宏达工业园,0.58,52,39.8024,116.5077
BJW51,2,京蒙(亦庄·赤峰)科创产业园(建设中),1.09,17,39.8004,116.5131
BJW51,3,和裕商业中心,1.01,15,39.8054,116.4901
BJW51,4,林肯公园C区,1.06,14,39.8051,116.4895
BJW51,5,林肯公园B区,0.56,13,39.8064,116.4956
BJW51,6,林肯公园,0.57,12,39.8047,116.4953
BJW51,7,经开万佳国际机械城家属院,1.8,11,39.8158,116.486
BJW51,8,经海四路25号院,2.96,11,39.8082,116.5364
BJW51,9,,1.05,11,39.8014,116.4907
BJW51,10,大雄城市花园一幅画卷之馨冬苑,0.79,10,39.8036,116.493
BJW51,11,博客雅居,0.48,10,39.8021,116.4982
BJW51,12,,0.41,10,39.8019,116.5038
BJW51,13,林肯公寓(西南门),0.72,10,39.8099,116.5079
BJW51,14,,0.55,10,39.8052,116.4955
BJW51,15,林肯公园B区,0.55,9,39.8064,116.4957
BJW51,16,林肯公园B区,0.43,9,39.807,116.4974
BJW51,17,东亚嘉创中心,4.17,9,39.7928,116.4559
BJW51,18,鸿博家园江南山水,3.48,9,39.8271,116.4728
BJW51,19,林肯公园B区,0.47,9,39.8069,116.4969
BJW51,20,嘉德长实科技园B座,1.41,8,39.8053,116.5185
BJW51,21,林肯公园2期C区,0.86,8,39.8034,116.4922
BJW51,22,亦城国际中心A座,0.33,7,39.8025,116.5033
BJW51,23,林肯公园2期C区,0.93,7,39.803,116.4915
BJW51,24,中材大厦(隆庆街),0.7,7,39.8015,116.5085
BJW51,25,77文创·亦庄至美,1.24,7,39.8038,116.5164
BJW51,26,林肯公寓(东北门),0.82,7,39.8104,116.5089
BJW51,27,,0.59,7,39.8104,116.5002
BJW51,28,林肯公园C区,1.12,7,39.8048,116.4889
BJW51,29,林肯公园C区,0.9,7,39.8042,116.4915
BJW51,30,林肯公园B区,0.54,7,39.8058,116.4957
BJW51,31,朗润园2期,3.82,7,39.8063,116.4572
BJW51,32,和裕商业中心,0.91,7,39.8062,116.4914
BJW51,33,茂华时代专业烫染店,4.82,6,39.8276,116.4536
BJW51,34,鸿博家园二期F区,4.58,6,39.8253,116.4551
BJW51,35,城乡世纪广场A座,2.63,6,39.8026,116.5326
BJW51,36,旧宫东里小区,3.84,6,39.8003,116.4575
BJW51,37,健身广场,1.11,5,39.8051,116.489
BJW51,38,梅园,1.05,5,39.804,116.4898
BJW51,39,鸿博家园一期B区,3.74,5,39.8301,116.4725
BJW51,40,满满自习室(亦庄万源街力宝广场店),0.21,5,39.8034,116.5022
BJW51,41,泊寓院儿(旧宫店),3.94,5,39.7955,116.4576
BJW51,42,林肯公园B区,0.44,5,39.805,116.4968
BJW51,43,BDA国际港,2.82,5,39.8184,116.5302
BJW51,44,林肯公园A区,0.53,5,39.8095,116.499
BJW51,45,,0.4,5,39.802,116.5039
BJW51,46,宏达工业园,0.59,5,39.802,116.5074
BJW51,47,,0.85,5,39.8065,116.4921
BJW51,48,,2.0,5,39.8015,116.4791
BJW51,49,中国国际电子商务中心,0.68,5,39.7993,116.5035
BJW51,50,,0.96,5,39.8017,116.4917
SHW13,1,圣天地商务楼,0.22,29,31.2436,121.4435
SHW13,2,友力国际大厦,0.31,23,31.2438,121.4445
SHW13,3,上海博克公寓,0.4,22,31.2456,121.4389
SHW13,4,冠龙大厦,0.29,21,31.2402,121.4419
SHW13,5,三维大厦,0.5,20,31.2472,121.4422
SHW13,6,MOHO办公楼,0.86,19,31.2374,121.448
SHW13,7,圣天地服务式公寓,0.23,19,31.243,121.4438
SHW13,8,中期大厦,1.12,19,31.2488,121.432
SHW13,9,世纪商务大厦(长寿路),0.16,18,31.2433,121.443
SHW13,10,,0.45,18,31.2455,121.438
SHW13,11,中远两湾城东区远景路97弄,1.15,16,31.2516,121.4478
SHW13,12,,0.39,13,31.2429,121.4455
SHW13,13,泰欣嘉园,0.91,13,31.2462,121.4327
SHW13,14,圣天地服务式公寓,0.2,13,31.2428,121.4435
SHW13,15,玉佛城,0.36,12,31.2427,121.4452
SHW13,16,锦绣里,0.65,11,31.243,121.4483
SHW13,17,,0.7,11,31.238,121.4463
SHW13,18,静安晶华园,0.42,11,31.24,121.4444
SHW13,19,乐而美(澳门小区店),0.56,11,31.2462,121.4371
SHW13,20,中远两湾城东区中潭路100弄,1.07,11,31.252,121.4444
SHW13,21,魔方公寓(镇坪路店),1.04,11,31.248,121.4324
SHW13,22,恺悦大厦,0.64,11,31.2484,121.4402
SHW13,23,泰欣嘉园,0.97,10,31.2472,121.4327
SHW13,24,江宁公馆,0.45,10,31.2466,121.44
SHW13,25,财富时代大厦,0.09,10,31.2429,121.4424
SHW13,26,乐活居,0.46,8,31.246,121.4385
SHW13,27,鸿寿坊,0.19,8,31.2413,121.4405
SHW13,28,源达大厦,0.26,8,31.2419,121.4389
SHW13,29,富丽大厦·花苑,0.37,8,31.246,121.4424
SHW13,30,,0.12,8,31.2438,121.4413
SHW13,31,达安商务楼,0.8,8,31.2426,121.4499
SHW13,32,大闻丽都苑,0.7,8,31.2489,121.4432
SHW13,33,泰欣嘉园,0.96,7,31.2467,121.4325
SHW13,34,中远两湾城第一社区,1.26,7,31.2538,121.4444
SHW13,35,圣天地服务式公寓,0.2,7,31.2411,121.4423
SHW13,36,中远两湾城东区远景路97弄,1.13,7,31.2515,121.4475
SHW13,37,,0.57,7,31.2474,121.439
SHW13,38,,1.13,6,31.2523,121.4455
SHW13,39,中远两湾城西区中潭路33弄,0.89,6,31.2507,121.4429
SHW13,40,圣天地服务式公寓,0.23,6,31.2413,121.4397
SHW13,41,中远两湾城东区远景路97弄,1.17,6,31.2516,121.4481
SHW13,42,浦发广场E座,1.27,6,31.2524,121.4343
SHW13,43,圣天地服务式公寓,0.19,6,31.2427,121.4434
SHW13,44,宗鑫公寓,0.74,6,31.243,121.4492
SHW13,45,,0.42,6,31.2462,121.4395
SHW13,46,,0.41,6,31.2397,121.4438
SHW13,47,,0.5,6,31.2395,121.445
SHW13,48,,0.41,6,31.2395,121.4434
SHW13,49,宝矿洲际商务中心,1.16,5,31.2444,121.4535
SHW13,50,,0.06,5,31.2423,121.4417
SHBS19,1,博华广场,0.06,35,31.2363,121.462
SHBS19,2,振安广场恒安大厦,0.26,29,31.236,121.4593
SHBS19,3,顺德苑,0.12,21,31.2377,121.4612
SHBS19,4,华盛大公馆,0.57,16,31.2345,121.4673
SHBS19,5,苏河美欣公寓,1.11,13,31.2398,121.473
SHBS19,6,华盛大公馆,0.61,11,31.2342,121.4675
SHBS19,7,国际丽都城石门二路199弄,0.43,10,31.2332,121.4603
SHBS19,8,武泰公寓,0.54,10,31.2357,121.4564
SHBS19,9,,0.54,10,31.2346,121.467
SHBS19,10,北京西路838弄2号小区,0.54,10,31.2324,121.4596
SHBS19,11,福新汇,0.71,10,31.2416,121.4668
SHBS19,12,中心铂庭,0.86,9,31.244,121.4652
SHBS19,13,嘉发大厦,0.49,9,31.2328,121.464
SHBS19,14,上海环贸广场,2.42,9,31.2153,121.4582
SHBS19,15,大统路107弄1-3号,0.78,9,31.2431,121.4654
SHBS19,16,新福康里商务中心,0.33,8,31.2346,121.4596
SHBS19,17,博华广场,0.03,8,31.2365,121.4619
SHBS19,18,新福康里商务中心,0.3,8,31.2347,121.46
SHBS19,19,博华大厦,0.14,8,31.2356,121.4621
SHBS19,20,远中风华园,0.69,8,31.2347,121.4551
SHBS19,21,国际丽都城,0.4,8,31.234,121.4592
SHBS19,22,上海滩·新昌城,0.35,8,31.2387,121.4649
SHBS19,23,国际丽都城,0.46,7,31.2333,121.4593
SHBS19,24,金色家园,0.58,7,31.2382,121.4678
SHBS19,25,新桥路52弄,0.39,7,31.2391,121.465
SHBS19,26,新福康里,0.42,7,31.2352,121.4579
SHBS19,27,,0.39,7,31.2394,121.4647
SHBS19,28,华旭国际大厦,1.37,7,31.2337,121.4758
SHBS19,29,苏河融景,0.83,6,31.2419,121.4555
SHBS19,30,国际丽都城北京西路758弄,0.52,6,31.233,121.4587
SHBS19,31,现代建筑设计大厦,0.19,6,31.2354,121.4607
SHBS19,32,新福康里商务中心,0.31,6,31.2347,121.4598
SHBS19,33,华联投资商务楼,0.58,6,31.2323,121.465
SHBS19,34,,0.42,6,31.2385,121.4659
SHBS19,35,盈凯文创广场,1.12,6,31.2419,121.4721
SHBS19,36,,0.55,6,31.2323,121.4596
SHBS19,37,Intercontinental 上海静安洲际行政公寓,1.33,6,31.2438,121.4505
SHBS19,38,,0.72,6,31.2429,121.4593
SHBS19,39,,0.8,6,31.2416,121.4682
SHBS19,40,,0.23,6,31.2382,121.4601
SHBS19,41,中远两湾城东区远景路97弄,2.02,6,31.2512,121.449
SHBS19,42,顺德苑,0.15,5,31.2379,121.4609
SHBS19,43,,0.43,5,31.2407,121.4621
SHBS19,44,,0.53,5,31.2333,121.4657
SHBS19,45,,0.85,5,31.244,121.465
SHBS19,46,,0.47,5,31.2326,121.4618
SHBS19,47,国泰海通大厦,0.56,5,31.2318,121.4627
SHBS19,48,,0.4,5,31.2355,121.458
SHBS19,49,苏河融景,0.84,5,31.2417,121.4551
SHBS19,50,上海市中医医院宿舍,2.99,5,31.2613,121.475
SHW74,1,中海紫御豪庭,0.62,24,31.2289,121.3819
SHW74,2,CUBIC3三立方咖啡(近铁广场店),0.86,24,31.2319,121.381
SHW74,3,康美中心,0.16,22,31.2267,121.3865
SHW74,4,罗莱生活大厦,0.1,18,31.2263,121.3883
SHW74,5,闻天下创新中心,0.56,18,31.2224,121.3861
SHW74,6,枣阳路530弄小区,1.37,17,31.2279,121.4025
SHW74,7,近铁城市广场南区,0.87,17,31.2319,121.3808
SHW74,8,朗诗阁服务式公寓,0.66,17,31.2226,121.3836
SHW74,9,国浩长风城,0.64,16,31.2263,121.3948
SHW74,10,上海协信莎玛长风服务式公寓,0.61,16,31.2249,121.394
SHW74,11,长风雅仕名邸,0.34,16,31.2297,121.3861
SHW74,12,星风花苑,0.88,16,31.2281,121.3973
SHW74,13,长风科创,0.13,15,31.2274,121.3868
SHW74,14,海亮大厦B座,0.79,14,31.2218,121.3935
SHW74,15,沁和坊-PARK11,0.4,14,31.2274,121.3839
SHW74,16,新城控股大厦B座,0.5,13,31.2267,121.3933
SHW74,17,华东师范大学同普路研究生公寓,0.46,13,31.2283,121.3928
SHW74,18,朗诗藏峰,0.74,13,31.2219,121.3834
SHW74,19,长风樱花汇,0.44,12,31.2311,121.3879
SHW74,20,旭辉世纪广场9号楼,0.95,12,31.2214,121.3807
SHW74,21,沁和坊-PARK11,0.42,11,31.2273,121.3837
SHW74,22,罗普特科技楼,0.69,11,31.2282,121.3953
SHW74,23,闻天下创新中心,0.54,11,31.2228,121.3857
SHW74,24,长风雅仕名邸,0.31,10,31.2299,121.3878
SHW74,25,长风科创,0.12,10,31.2281,121.3875
SHW74,26,,0.53,9,31.2239,121.3841
SHW74,27,国浩·长风汇都,0.25,9,31.229,121.3897
SHW74,28,,0.71,9,31.2311,121.3823
SHW74,29,上海圣诺亚皇冠假日酒店·诺亚厨房(118广场店),1.16,9,31.2323,121.3775
SHW74,30,四季养生(桃源π商业广场),0.05,9,31.2271,121.3886
SHW74,31,清华B,0.51,9,31.2297,121.3837
SHW74,32,和畅公寓(北门),0.48,8,31.2311,121.3861
SHW74,33,,0.28,8,31.2268,121.391
SHW74,34,东甘家宅小区,0.94,7,31.2282,121.3979
SHW74,35,夜玲珑油边皇(118广场店),1.15,7,31.2304,121.3766
SHW74,36,,0.53,7,31.2309,121.3847
SHW74,37,桔子水晶上海长风商务区酒店,0.62,7,31.2216,121.3872
SHW74,38,,0.8,7,31.2224,121.3818
SHW74,39,,0.14,7,31.2273,121.3866
SHW74,40,长风小区,1.06,7,31.2322,121.3976
SHW74,41,,0.93,7,31.2346,121.3926
SHW74,42,同普坊(同普路),1.8,6,31.2303,121.3695
SHW74,43,金梅园,2.04,6,31.2404,121.4029
SHW74,44,华东师范大学普陀校区华夏学生公寓,1.36,6,31.2296,121.4021
SHW74,45,华东师大科技园,0.7,6,31.2322,121.3925
SHW74,46,长风樱花汇,0.43,6,31.231,121.3879
SHW74,47,麦香园牛肉面(东渡国际嘉庭广场店),0.53,6,31.2224,121.3879
SHW74,48,瑞幸咖啡(桃源Π商业广场店),0.14,6,31.226,121.3888
SHW74,49,中海紫御豪庭1、2期,0.64,6,31.2298,121.3821
SHW74,50,长风雅仕名邸,0.32,6,31.2299,121.387
BJW38,1,远洋国际中心A座,0.13,28,39.9148,116.4915
BJW38,2,远洋国际中心A座,0.12,23,39.9149,116.4915
BJW38,3,远洋天地二期,0.57,23,39.9116,116.4948
BJW38,4,富贵食品商城,0.14,21,39.917,116.4923
BJW38,5,远洋国际中心D座,0.32,19,39.9131,116.4913
BJW38,6,远洋国际中心B座,0.2,17,39.9142,116.4913
BJW38,7,国兴·观湖国际北院,2.52,14,39.9386,116.4934
BJW38,8,,0.07,14,39.9155,116.4918
BJW38,9,莱锦文化创意产业园,0.63,13,39.9136,116.498
BJW38,10,都会华庭-纽约阁,0.93,13,39.9133,116.5016
BJW38,11,,0.94,12,39.9119,116.4817
BJW38,12,公园大道,1.92,12,39.9328,116.4865
BJW38,13,住邦2000商务中心1号楼A座,0.16,12,39.9151,116.4928
BJW38,14,道家园小区北区14号楼,1.38,12,39.9274,116.4851
