门店ID,排名,地点名称,距离(km),配送次数,纬度,经度
CDW22,1,成都IFS三号办公楼,0.15,4,30.6543,104.0831
GZW13,1,万科东荟城C区,3.33,10,23.1556,113.5044
GZW13,2,萝岗敏捷广场D2号楼,1.83,8,23.1916,113.4837
GZW13,3,早喷广场,1.08,7,23.1703,113.4712
GZW13,4,香雪时光,0.13,7,23.1759,113.4813
GZW13,5,中集大湾区国际人才创业园,5.07,6,23.1381,113.5085
GZW13,6,,1.72,6,23.1611,113.474
GZW13,7,保利·罗兰国际4期,1.49,5,23.1675,113.4918
GZW13,8,合生中央城兰翠花园,3.46,5,23.1518,113.5021
GZW13,9,创造者园区,4.0,5,23.1519,113.5096
GZW13,10,保利·罗兰国际4期,1.53,5,23.1671,113.492
GZW13,11,爱孚森英语(萝岗奥园广场店),1.91,5,23.1737,113.4987
GZW13,12,,0.66,5,23.1814,113.4806
GZW13,13,至泰广场,0.41,5,23.1734,113.4834
GZW13,14,名创优品(锐丰广场店),2.28,5,23.1741,113.5024
GZW13,15,广州开发区科技企业孵化器,3.87,4,23.1516,113.5076
GZW13,16,保利·罗兰国际3期,0.87,4,23.1738,113.4884
GZW13,17,,1.47,4,23.1677,113.4917
GZW13,18,大塱罗北花园,1.0,4,23.1734,113.4896
GZW13,19,保利罗兰国际2期,1.22,4,23.1712,113.4911
GZW13,20,,0.13,4,23.1761,113.4812
GZW13,21,保利·罗兰国际3期,0.88,4,23.1735,113.4884
GZW13,22,星河湾萝峰-星璟苑,4.25,4,23.1777,113.5216
GZW13,23,新福港·鼎峰,0.81,4,23.1788,113.4872
GZW13,24,萝岗敏捷广场D3号楼,1.79,4,23.1914,113.4831
GZW13,25,,0.94,4,23.1708,113.4877
GZW13,26,,2.69,4,23.1562,113.4959
GZW13,27,科城山庄·峻森园3期,1.66,3,23.1877,113.4894
GZW13,28,未来家公寓(PCI未来社区科学城店),1.72,3,23.1637,113.4692
GZW13,29,广州高新技术产业开发区,0.58,3,23.1807,113.48
GZW13,30,未来家公寓(PCI未来社区科学城店),1.78,3,23.1608,113.4731
GZW13,31,,0.16,3,23.1743,113.4809
GZW13,32,线坑花园,1.02,3,23.1782,113.4896
GZW13,33,保利越秀·岭南林语花园,4.64,3,23.2124,113.5013
GZW13,34,科学城产业总部港,3.05,3,23.1592,113.4561
GZW13,35,,2.37,3,23.1619,113.4622
GZW13,36,保利罗兰国际2期,1.16,3,23.1728,113.4911
GZW13,37,,2.09,3,23.1731,113.5004
GZW13,38,心安国际公寓广州01店,2.35,3,23.1638,113.4992
GZW13,39,,2.2,3,23.1734,113.5015
GZW13,40,保利·罗兰国际3期,0.91,3,23.1735,113.4887
GZW13,41,,2.32,3,23.1956,113.4741
GZW13,42,保利·罗兰国际3期,0.86,3,23.1736,113.4883
GZW13,43,,1.33,3,23.1712,113.4922
GZW13,44,,2.68,3,23.1805,113.4545
GZW13,45,,1.95,3,23.1624,113.4674
GZW13,46,,2.95,3,23.1534,113.496
GZW13,47,香雪时光,0.08,2,23.1761,113.4805
GZW13,48,暹岗花园,2.13,2,23.1634,113.4639
GZW13,49,,1.77,2,23.1913,113.4822
GZW13,50,,4.97,2,23.2132,113.5063
BJW81,1,过锅瘾三汁焖锅(北投新奥购物中心店),0.23,5,40.0006,116.3956
BJW81,2,国家网球中心南广场,2.71,5,40.0201,116.3769
BJW81,3,华馨公寓(北门),0.94,5,40.0048,116.4019
BJW81,4,北辰世纪中心A座2号楼,0.53,5,40.001,116.3877
BJW81,5,北辰世纪中心A座2号楼,0.49,5,40.0004,116.3879
BJW81,6,亚洲金融大厦(北门),1.17,5,40.0094,116.3896
BJW81,7,北辰中心D座,0.69,4,40.0045,116.3891
BJW81,8,京版大厦D座,3.52,4,39.9679,116.3887
BJW81,9,亚洲金融大厦,1.06,4,40.0084,116.3898
BJW81,10,,0.88,4,40.0049,116.3862
BJW81,11,,0.76,3,40.0045,116.3877
BJW81,12,CHAGEE霸王茶姬(北京北辰荟购物中心店),0.61,3,40.0031,116.3883
BJW81,13,中国科学院微生物研究所F座,0.87,3,40.0026,116.3843
BJW81,14,天和人家,1.6,3,39.9994,116.3747
BJW81,15,科学园社区,0.72,2,39.9983,116.3852
BJW81,16,天和人家,1.67,2,39.9991,116.3739
BJW81,17,北辰世纪中心底商,0.48,2,39.9985,116.388
BJW81,18,光环电信大厦,1.22,2,39.9903,116.3855
BJW81,19,健康智谷,2.99,2,39.9825,116.3662
BJW81,20,中科院华严北里小区,1.92,2,39.985,116.3809
BJW81,21,北辰中心F座,0.81,2,40.0062,116.3905
BJW81,22,科学园南里五区,0.89,2,39.9992,116.3831
BJW81,23,中国科学院奥运村科技园,1.04,2,40.0041,116.3831
BJW81,24,中鑫嘉园二期,2.45,2,39.9806,116.3785
BJW81,25,,1.77,2,40.001,116.3729
BJW81,26,华亭嘉园,1.66,2,39.9861,116.3845
BJW81,27,北辰汇欣大厦A座,0.99,2,39.9945,116.4033
BJW81,28,中国共产党历史展览馆西广场,0.59,2,40.0036,116.3977
BJW81,29,,2.37,2,40.0124,116.3715
BJW81,30,绿城·北京诚园,1.38,2,39.9983,116.3774
BJW81,31,北辰汇园国际公寓F座,1.19,2,39.9935,116.4053
BJW81,32,,1.64,2,40.0087,116.4084
BJW81,33,奥林匹克公园中心区,0.2,2,39.9998,116.3913
BJW81,34,,0.86,2,40.006,116.3986
BJW81,35,华悦国际公寓(北1门),1.99,2,40.0079,116.4141
BJW81,36,学院国际大厦,4.22,2,39.9773,116.3532
BJW81,37,数字北京大厦,0.44,2,39.9963,116.3902
BJW81,38,中建壹品·学府公馆,2.84,2,40.0075,116.3619
BJW81,39,,1.86,2,40.007,116.3741
BJW81,40,亚洲金融大厦(西门),1.07,2,40.0084,116.3892
BJW81,41,,0.67,2,40.0038,116.3882
BJW81,42,北京酒店式公寓(北沙滩路分店),2.03,2,40.0066,116.3717
BJW81,43,风林绿洲,0.87,2,40.0005,116.3835
BJW81,44,,1.6,2,40.0057,116.3767
BJW81,45,荣尊堡国际俱乐部公寓,1.98,2,40.0081,116.4138
BJW81,46,,0.73,2,40.0055,116.3906
BJW81,47,,1.05,2,40.0083,116.3897
BJW81,48,,0.94,2,40.0055,116.386
BJW81,49,华仑大厦A座,3.75,1,39.9908,116.4361
BJW81,50,北辰世纪中心A座2号楼,0.53,1,40.0029,116.3894
SZW25,1,南国大厦,2.13,9,22.5553,114.1041
SZW25,2,城脉中心,2.4,8,22.5584,114.1051
SZW25,3,中联电子大厦,0.64,8,22.5447,114.0925
SZW25,4,上步管理大厦,0.42,8,22.5486,114.0841
SZW25,5,华润·银湖蓝山,3.0,8,22.5722,114.0827
SZW25,6,美国·卡斯特兰(艺展中心店),2.6,7,22.5599,114.1063
SZW25,7,长泰花园,0.7,7,22.5516,114.0877
SZW25,8,群星广场A座,0.34,7,22.5483,114.0875
SZW25,9,京基100大厦,2.13,7,22.543,114.1069
SZW25,10,国速中心,2.11,7,22.5429,114.1067
SZW25,11,士必达大厦,0.65,6,22.5434,114.0923
SZW25,12,上步信托大楼东座,0.98,6,22.5468,114.0958
SZW25,13,赛格广场,0.47,6,22.5414,114.0875
SZW25,14,万科深南广场,4.35,6,22.5443,114.1287
SZW25,15,,2.38,5,22.5519,114.1084
SZW25,16,深圳万象城(罗湖店)-2期,2.72,5,22.5372,114.1113
SZW25,17,中信国际大厦·信悦汇,1.06,5,22.5399,114.0947
SZW25,18,深业上林苑,2.1,5,22.5594,114.1001
SZW25,19,诺德中心,2.3,5,22.5436,114.064
SZW25,20,富民外贸城,0.27,5,22.5476,114.0851
SZW25,21,大滩大厦,3.29,5,22.5338,114.1158
SZW25,22,,0.49,5,22.5448,114.0911
SZW25,23,汇展阁大厦,3.47,4,22.534,114.1178
SZW25,24,世纪汇广场,0.54,4,22.5413,114.0836
SZW25,25,华润大厦,2.55,4,22.5411,114.1107
SZW25,26,福田村大门坊,1.7,4,22.5313,114.0802
SZW25,27,,0.59,4,22.5418,114.0822
SZW25,28,恒邦壹峰,0.52,4,22.5435,114.0909
SZW25,29,深圳市第二人民医院家属区,1.32,4,22.5573,114.0854
SZW25,30,阁林网苑,0.76,4,22.5469,114.0936
SZW25,31,福田村大门坊,1.74,4,22.5309,114.0802
SZW25,32,鹏盛村,2.04,4,22.5567,114.102
SZW25,33,,2.05,4,22.5625,114.0941
SZW25,34,,0.49,4,22.5417,114.0839
SZW25,35,电子科技大厦A座,0.53,4,22.5413,114.0888
SZW25,36,深业上城写字楼A座,1.93,4,22.5567,114.072
SZW25,37,,2.4,4,22.5515,114.1088
SZW25,38,,0.16,4,22.5469,114.0862
SZW25,39,,2.08,4,22.5629,114.0938
SZW25,40,,0.91,3,22.5394,114.0804
SZW25,41,深物业·彩天怡色家园,2.66,3,22.5613,114.0669
SZW25,42,,0.14,3,22.5467,114.0862
SZW25,43,恒大天玺公馆,2.65,3,22.546,114.1121
SZW25,44,,0.34,3,22.5483,114.0876
SZW25,45,深圳笋岗万象食家,3.04,3,22.5616,114.1103
SZW25,46,城市主场,1.7,3,22.5581,114.0957
SZW25,47,万德居,1.88,3,22.5403,114.1038
SZW25,48,,1.73,3,22.5414,114.1026
SZW25,49,缙山府,2.51,3,22.5674,114.0921
SZW25,50,华润·银湖蓝山,2.94,3,22.5717,114.083
BJW80,1,邮电出版大厦,1.32,28,39.856,116.4444
BJW80,2,方庄六号,0.94,18,39.8599,116.4434
BJW80,3,芳城园三区,0.15,18,39.8665,116.4365
BJW80,4,东叁金茂府南区,2.38,17,39.8531,116.4579
BJW80,5,泊寓(北京成寿寺店),0.81,17,39.8585,116.4377
BJW80,6,紫芳园三区,0.5,16,39.8637,116.4405
BJW80,7,政馨园二区,2.04,15,39.8473,116.4328
BJW80,8,诚至小区,1.39,15,39.8723,116.4489
BJW80,9,,2.53,15,39.8432,116.4295
BJW80,10,泊寓(北京成寿寺店),0.88,14,39.858,116.4382
BJW80,11,,1.56,14,39.8521,116.4406
BJW80,12,紫芳园三区,0.4,14,39.8626,116.4379
BJW80,13,紫芳园四区,0.56,13,39.8619,116.4397
BJW80,14,芳城园一区,0.43,13,39.8694,116.4357
BJW80,15,中海城紫鑫阁,2.49,13,39.8453,116.4477
BJW80,16,成寿寺东里,1.56,13,39.8515,116.4355
BJW80,17,成寿寺小区2期,1.67,13,39.8509,116.4396
BJW80,18,味多美(方庄购物中心店),0.71,12,39.8652,116.4269
BJW80,19,伟图大厦,1.91,12,39.8827,116.4346
BJW80,20,方兴商厦,0.46,12,39.8618,116.4376
BJW80,21,彩虹城,3.39,11,39.8388,116.4162
BJW80,22,,0.87,11,39.8608,116.4433
BJW80,23,鲁能钓鱼台美高梅别墅,2.44,11,39.8455,116.4235
BJW80,24,四方景园社区,1.1,11,39.8574,116.4426
BJW80,25,,0.81,11,39.8583,116.4358
BJW80,26,世华水岸B区东区,3.38,11,39.8378,116.419
BJW80,27,,2.41,11,39.8512,116.4564
BJW80,28,,1.01,11,39.8744,116.4377
BJW80,29,扑满山写字楼,2.35,10,39.8454,116.427
BJW80,30,紫芳园,0.83,10,39.8615,116.4434
BJW80,31,,0.67,10,39.8687,116.4419
BJW80,32,北京市城市照明管理中心D座,0.54,10,39.8687,116.44
BJW80,33,嘉业大厦2期2号楼,1.19,10,39.8563,116.4282
BJW80,34,北京金茂府二期,2.53,10,39.8432,116.4296
BJW80,35,,2.54,10,39.8594,116.4065
BJW80,36,紫芳园三区,0.41,9,39.8637,116.4393
BJW80,37,金城中心,0.77,9,39.8592,116.4316
BJW80,38,金茂府,2.69,9,39.8419,116.4287
BJW80,39,福海小区北区,4.21,9,39.8475,116.3918
BJW80,40,,0.37,9,39.8657,116.4395
BJW80,41,方庄六号,0.87,9,39.8732,116.4373
BJW80,42,,0.46,9,39.8633,116.4398
BJW80,43,,0.39,9,39.8628,116.4324
BJW80,44,成寿寺东里,1.66,9,39.8513,116.441
BJW80,45,,0.86,9,39.8621,116.4442
BJW80,46,,0.75,9,39.8672,116.4437
BJW80,47,芳星园二区甲3号院,0.16,9,39.8662,116.4369
BJW80,48,北京楠树酒店(宋家庄地铁站鸿禧阁大厦店),2.12,8,39.8502,116.4205
BJW80,49,,2.58,8,39.8429,116.4288
BJW80,50,龙头公寓,2.54,8,39.869,116.4646
SHW148,1,国创中心,0.79,9,31.2209,121.6298
SHW148,2,江空间日月光中心,0.28,7,31.2128,121.6298
SHW148,3,融创未来金融城·悦融雅筑B区,4.96,5,31.2041,121.6781
SHW148,4,展想中心,1.46,5,31.2074,121.6142
SHW148,5,和顺欣苑(西区),4.03,5,31.1968,121.6646
SHW148,6,,0.27,5,31.2148,121.6301
SHW148,7,礼德国际,1.04,4,31.223,121.6309
SHW148,8,星创科技广场,0.51,4,31.2096,121.6266
SHW148,9,张江高科·集睿公寓(建设中),1.24,4,31.2034,121.631
SHW148,10,集电路266弄1-12号,0.85,4,31.2087,121.6336
SHW148,11,张江国创中心1期,0.87,4,31.2219,121.6287
SHW148,12,绿城·玉兰公馆,2.08,4,31.2101,121.6487
SHW148,13,,2.89,4,31.2401,121.6283
SHW148,14,张江高科·集贤天地F幢,0.59,3,31.2092,121.6295
SHW148,15,张江光大园写字楼,0.52,3,31.2095,121.6282
SHW148,16,浦发檀府,4.51,3,31.2254,121.6729
SHW148,17,,1.93,3,31.2124,121.6475
SHW148,18,集贤天地人才公寓·F幢B座,0.66,3,31.2087,121.6301
SHW148,19,,1.48,3,31.224,121.6378
SHW148,20,,4.55,3,31.2027,121.6733
SHW148,21,浦发有家唐镇M寓公寓,4.65,3,31.2289,121.6731
SHW148,22,雪满天粗粮海鲜配(界龙生活广场店),7.59,3,31.177,121.6943
SHW148,23,浦发檀府,4.54,3,31.2265,121.6728
SHW148,24,,0.68,3,31.208,121.6273
SHW148,25,,1.26,3,31.2231,121.6354
SHW148,26,,4.03,3,31.1891,121.6579
SHW148,27,,0.95,3,31.2056,121.6267
SHW148,28,,0.35,3,31.2128,121.6307
SHW148,29,,3.36,3,31.1975,121.6568
SHW148,30,,1.04,3,31.21,121.6371
SHW148,31,,0.79,3,31.2209,121.6297
SHW148,32,亚芯科技园,0.53,3,31.21,121.6302
SHW148,33,金爵别墅,2.86,2,31.2243,121.655
SHW148,34,张润大厦(北门),0.32,2,31.2153,121.6304
SHW148,35,星创科技广场,0.57,2,31.2092,121.6259
SHW148,36,展想广场1号楼,0.39,2,31.2108,121.6287
SHW148,37,展想广场3幢,0.48,2,31.21,121.6289
SHW148,38,,1.74,2,31.1993,121.6332
SHW148,39,,1.07,2,31.2045,121.627
SHW148,40,,2.93,2,31.2044,121.656
SHW148,41,张江集电港10号楼,1.32,2,31.2226,121.6371
SHW148,42,,1.87,2,31.1978,121.6225
SHW148,43,,0.73,2,31.2103,121.6335
SHW148,44,集贤中心C座,0.79,2,31.2082,121.6319
SHW148,45,绿波城,3.66,2,31.2096,121.6654
SHW148,46,浦发檀府,4.5,2,31.2254,121.6728
SHW148,47,,4.44,2,31.1801,121.603
SHW148,48,阳光城(齐爱路),2.64,2,31.2149,121.6551
SHW148,49,,0.89,2,31.2144,121.6367
SHW148,50,[],5.44,2,31.2466,121.6702
SUZW10,1,苏州中心A座,0.12,28,31.3191,120.677
SUZW10,2,金海华·悦食东方(苏州中心商场店),0.49,25,31.3142,120.6797
SUZW10,3,苏州中心南区,0.51,18,31.3139,120.6794
SUZW10,4,苏州中心A座,0.11,14,31.3191,120.6771
SUZW10,5,澜韵园,1.01,13,31.3098,120.6817
SUZW10,6,苏州中心广场南区9座,0.44,13,31.3143,120.6777
SUZW10,7,中茵·皇冠国际,0.59,12,31.322,120.6823
SUZW10,8,湖左岸3期,0.82,12,31.3109,120.678
SUZW10,9,世纪广场,0.29,11,31.3177,120.6748
SUZW10,10,师惠花苑,1.06,11,31.3123,120.6691
SUZW10,11,苏州中心商场,0.17,9,31.3168,120.6781
SUZW10,12,苏州馨乐庭星海公寓酒店(苏州中心店),1.1,9,31.3093,120.6729
SUZW10,13,凤凰国际大厦(星桂街),0.96,8,31.3156,120.6682
SUZW10,14,玲珑湾花园四区,1.92,8,31.326,120.6959
SUZW10,15,东方华府,0.27,8,31.3164,120.6796
SUZW10,16,苏州中心南区,0.52,8,31.3138,120.6795
SUZW10,17,馨湖园,1.12,8,31.3082,120.6781
SUZW10,18,中铁二局生活区,1.66,7,31.3034,120.677
SUZW10,19,正雄中心,2.08,7,31.3032,120.6648
SUZW10,20,交通银行苏州分行大厦,0.46,7,31.3147,120.6754
SUZW10,21,天域东区,0.3,7,31.3209,120.677
SUZW10,22,共享家公寓,1.71,7,31.3334,120.6745
SUZW10,23,,0.8,6,31.3252,120.6755
SUZW10,24,苏州中心广场办公楼D座,0.42,6,31.3148,120.6796
SUZW10,25,中海财富中心西塔,0.6,6,31.3152,120.6727
SUZW10,26,,0.12,6,31.3176,120.6768
SUZW10,27,[],2.76,6,31.3031,120.7008
SUZW10,28,南岸新地,1.64,6,31.3315,120.6702
SUZW10,29,南岸新地二期,1.68,5,31.3318,120.6698
SUZW10,30,中银惠龙大厦,0.53,5,31.3163,120.6727
SUZW10,31,贵都花园,1.79,5,31.3155,120.6593
SUZW10,32,中海财富中心西塔,0.65,5,31.3149,120.6723
SUZW10,33,森鹿公园,0.37,5,31.3216,120.6775
SUZW10,34,,0.48,5,31.314,120.6785
SUZW10,35,恒宇广场A座,0.63,5,31.3171,120.6713
SUZW10,36,茶谷产业株式会社背光源生产基地,2.02,5,31.303,120.6664
SUZW10,37,,1.35,5,31.3139,120.6646
SUZW10,38,玲珑湾花园四区,1.94,5,31.3262,120.696
SUZW10,39,,0.19,5,31.3169,120.679
SUZW10,40,,1.42,4,31.3055,120.6777
SUZW10,41,,0.14,4,31.3195,120.6782
SUZW10,42,共享家公寓,1.67,4,31.333,120.6741
SUZW10,43,,0.86,4,31.3106,120.6787
SUZW10,44,苏州中心8号公寓,0.49,4,31.3139,120.6785
SUZW10,45,,1.8,4,31.3272,120.6936
SUZW10,46,苏州中心A座,0.11,4,31.319,120.6786
SUZW10,47,,0.12,4,31.3192,120.6771
SUZW10,48,新加花园3期,0.8,4,31.3113,120.6758
SUZW10,49,,0.41,4,31.3218,120.679
SUZW10,50,群星苑三区,4.55,4,31.2816,120.6565
SZW24,1,深圳华为坂田园区F区F1座,1.32,55,22.652,114.0596
SZW24,2,天安云谷曼哈顿公寓(坂云路分店),0.28,37,22.6605,114.0664
SZW24,3,华为金园公寓,0.81,28,22.6668,114.0663
SZW24,4,天安云谷二期6栋东座,0.16,17,22.6603,114.0676
SZW24,5,戴维斯国际公寓(深圳坂田华为天安云谷店),0.59,17,22.6582,114.0745
SZW24,6,华为工业区,1.63,16,22.65,114.0575
SZW24,7,岗头金园公寓1栋,0.79,15,22.6669,114.067
SZW24,8,天安云谷3栋B座,0.11,14,22.6609,114.0696
SZW24,9,,0.27,14,22.6592,114.0666
SZW24,10,大白之家公寓(天安云谷产业园店),0.27,14,22.659,114.0667
SZW24,11,有所为大厦,1.14,14,22.6515,114.063
SZW24,12,,0.11,14,22.66,114.0702
SZW24,13,天安云谷一期3栋A座,0.17,13,22.6607,114.0706
SZW24,14,邦拓美诺行政公寓(深圳坂田华为店),0.71,13,22.6577,114.0755
SZW24,15,泊悦·晨汐行政公寓(深圳三一云都店),3.0,13,22.6867,114.0734
SZW24,16,,0.11,13,22.6591,114.0688
SZW24,17,,1.09,13,22.6578,114.0795
SZW24,18,云谷星寓公寓(居里夫人大道分店),0.18,11,22.6616,114.0696
SZW24,19,天安云谷1栋A座,0.15,11,22.659,114.07
SZW24,20,大白之家公寓(天安云谷产业园店),0.34,11,22.6598,114.0658
SZW24,21,天安云谷产业园1期3栋C座,0.06,11,22.6605,114.0689
SZW24,22,深圳华为坂田基地B区,1.75,10,22.6492,114.0567
SZW24,23,秋港花园,1.17,10,22.6684,114.076
SZW24,24,佳兆业·中央广场三期(东门),1.09,10,22.6606,114.0797
SZW24,25,金地鹭湖1号院,3.87,10,22.6932,114.0576
SZW24,26,佳兆业·中央广场三期(东南门),0.98,10,22.6602,114.0787
SZW24,27,深圳华为坂田园区F区F2座,1.08,10,22.654,114.0608
SZW24,28,深圳云谷曼骊行政公寓(华为天安云谷店),0.19,10,22.6616,114.0698
SZW24,29,岗头同富裕工业区,0.2,9,22.6609,114.0708
SZW24,30,,0.94,9,22.6601,114.0783
SZW24,31,岗头公寓A1号楼,1.27,9,22.6688,114.0771
SZW24,32,,0.15,9,22.6592,114.0679
SZW24,33,,1.04,9,22.6515,114.065
SZW24,34,湘厨本味大酒楼(孺子牛大厦店),0.96,8,22.6578,114.0781
SZW24,35,,0.15,8,22.6589,114.0684
SZW24,36,金鼎盛科创园,2.33,8,22.6724,114.0508
SZW24,37,深圳华为坂田园区B区B1座,1.71,8,22.6501,114.0564
SZW24,38,佳兆业城市广场六期4栋,0.6,8,22.6581,114.0746
SZW24,39,科尔达大厦,1.03,8,22.6577,114.0788
SZW24,40,恒超大厦,0.95,7,22.6631,114.0605
SZW24,41,天安云谷一期,0.04,7,22.6597,114.0691
SZW24,42,,0.19,7,22.6617,114.0696
SZW24,43,云谷星耀,0.4,7,22.6592,114.0653
SZW24,44,仁山智水花园,3.42,7,22.6907,114.0668
SZW24,45,,1.06,7,22.666,114.0771
SZW24,46,,0.06,7,22.6603,114.0696
SZW24,47,,0.88,6,22.6607,114.0777
SZW24,48,,2.59,6,22.6827,114.0635
SZW24,49,深圳华为坂田园区B区B3座,1.8,6,22.6476,114.0579
SZW24,50,,0.11,6,22.6601,114.0702
BJW78,1,甘家口大厦,0.02,13,39.9275,116.3333
BJW78,2,金融街街道商务楼宇党群活动服务中心,2.78,13,39.9214,116.3652
BJW78,3,易车大楼,1.26,11,39.938,116.3284
BJW78,4,主语家园,1.15,10,39.9341,116.3232
BJW78,5,,0.73,10,39.9333,116.3373
BJW78,6,艾迪尔商务中心,1.5,8,39.9309,116.3505
BJW78,7,阜光里小区6号楼,1.07,8,39.9258,116.3211
BJW78,8,核建大厦,0.64,7,39.9319,116.3382
BJW78,9,车公庄西路12号院,0.62,7,39.9307,116.3277
BJW78,10,百万庄中里小区,0.41,7,39.9279,116.3382
BJW78,11,创元汇大厦,0.61,7,39.9327,116.3353
BJW78,12,增光路40号院,1.08,6,39.9279,116.3208
BJW78,13,迈行大厦,0.25,6,39.9252,116.334
BJW78,14,三里河路9号测绘楼,0.47,6,39.9305,116.3298
BJW78,15,,0.81,5,39.9302,116.3247
BJW78,16,五矿大厦A座,0.85,5,39.935,116.3329
BJW78,17,中海馥园,1.04,5,39.9285,116.3214
BJW78,18,百万庄卯区,0.29,5,39.9287,116.3364
BJW78,19,,1.39,5,39.9342,116.3199
BJW78,20,国际财经中心D座,2.27,5,39.9349,116.3088
BJW78,21,,1.21,5,39.9369,116.3404
BJW78,22,中国建筑工业出版社新办公楼,0.69,5,39.9319,116.328
BJW78,23,友谊广场,4.2,5,39.964,116.3213
BJW78,24,观园大厦,1.44,5,39.9313,116.3496
BJW78,25,甘家口8号院,0.23,5,39.9255,116.3324
BJW78,26,气象局小区东区,2.23,5,39.9473,116.3311
BJW78,27,五矿发展B座,0.94,5,39.9358,116.3327
BJW78,28,,1.23,5,39.9372,116.3402
BJW78,29,甘东社区东区,0.4,5,39.9238,116.3333
BJW78,30,人济山庄2期,2.35,4,39.9419,116.3135
BJW78,31,三里河路9号测绘楼,0.51,4,39.9314,116.3306
BJW78,32,,0.86,4,39.9329,116.3265
BJW78,33,景王坟,0.59,4,39.9295,116.3272
BJW78,34,,2.05,4,39.9314,116.357
BJW78,35,建院二汽家属宿舍,1.14,4,39.9343,116.3434
BJW78,36,,2.35,4,39.9148,116.3556
BJW78,37,阜南社区,0.76,4,39.9228,116.3268
BJW78,38,观园大厦,1.45,4,39.9313,116.3497
BJW78,39,国际传播科技文化园,1.31,4,39.9343,116.3211
BJW78,40,首都师范大学北二院女生公寓,2.1,4,39.9375,116.3127
BJW78,41,中海国际中心,2.12,4,39.9316,116.3577
BJW78,42,舞蹈家苑,2.59,4,39.9481,116.3196
BJW78,43,五矿大厦A座,0.85,4,39.935,116.3327
BJW78,44,增光路40号院,1.06,4,39.9278,116.3211
BJW78,45,车公庄西路12号院,0.71,4,39.9308,116.3265
BJW78,46,五福玲珑居南区,4.15,4,39.9374,116.2866
BJW78,47,,0.68,4,39.933,116.3367
BJW78,48,国兴大厦,0.86,4,39.933,116.3266
BJW78,49,,2.87,4,39.9356,116.3016
BJW78,50,,1.18,4,39.9306,116.3203
GZBS3,1,,0.02,39,23.142,113.3269
GZBS3,2,,0.01,28,23.1419,113.327
GZBS3,3,寰城中心广场,0.19,20,23.1421,113.3288
GZBS3,4,日出·观山苑,1.45,20,23.1545,113.3305
GZBS3,5,广州环贸中心,0.1,18,23.142,113.326
GZBS3,6,中信大厦,0.22,17,23.1416,113.3248
GZBS3,7,广州环贸中心,0.01,13,23.1419,113.3269
GZBS3,8,中信广场,0.22,12,23.1422,113.3248
GZBS3,9,广州环贸中心,0.02,12,23.142,113.3268
GZBS3,10,侨怡苑,0.38,12,23.1412,113.3306
GZBS3,11,新达城广场南塔,1.31,12,23.1402,113.3143
GZBS3,12,太古汇1座,1.1,11,23.1339,113.3334
GZBS3,13,海航大厦,0.2,10,23.1435,113.3262
GZBS3,14,小新塘回迁房E区,9.37,10,23.1611,113.4162
GZBS3,15,保利·心语,2.25,9,23.1218,113.3301
GZBS3,16,环贸天地,0.06,8,23.1424,113.3267
GZBS3,17,侨怡苑,0.4,8,23.1408,113.3307
GZBS3,18,中怡城市花园,0.15,8,23.1432,113.3269
GZBS3,19,中信广场,0.23,8,23.1424,113.3248
GZBS3,20,电信大厦,0.59,8,23.1471,113.3262
GZBS3,21,新达城广场南塔,1.31,8,23.1352,113.3375
GZBS3,22,,0.4,8,23.1439,113.3302
GZBS3,23,,0.23,7,23.1437,113.3279
GZBS3,24,侨林苑三期,0.44,7,23.1442,113.3304
GZBS3,25,盈达创业孵化基地,1.9,7,23.1549,113.315
GZBS3,26,侨林苑三期,0.47,7,23.1448,113.3302
GZBS3,27,五所·53科技园,1.8,7,23.1546,113.3378
GZBS3,28,广州国际电子大厦,3.7,6,23.1358,113.2914
GZBS3,29,时尚天河美食广场,0.54,6,23.137,113.3265
GZBS3,30,领峰,2.2,6,23.1222,113.3292
GZBS3,31,协和新世界,1.14,6,23.1417,113.3381
GZBS3,32,广州烟草大厦,0.96,6,23.1453,113.3183
GZBS3,33,,0.14,6,23.1428,113.326
GZBS3,34,,1.45,6,23.1407,113.3411
GZBS3,35,森泰阳台庭院定制(维家思广场店),2.0,5,23.1239,113.3263
GZBS3,36,五山科技广场D座,2.3,5,23.1509,113.3472
GZBS3,37,太古汇1座,1.02,5,23.1347,113.3332
GZBS3,38,信达金茂广场C座,3.4,5,23.1716,113.3192
GZBS3,39,,2.48,5,23.1202,113.3327
GZBS3,40,陶然庭苑,3.45,5,23.1426,113.3607
GZBS3,41,,0.97,5,23.1338,113.3305
GZBS3,42,,0.25,5,23.1407,113.329
GZBS3,43,冼村复建房,2.12,5,23.1234,113.332
GZBS3,44,,0.11,5,23.1424,113.326
GZBS3,45,都市华庭,0.25,5,23.1405,113.3289
GZBS3,46,中怡城市花园,0.2,5,23.1436,113.3274
GZBS3,47,农科院小区西19栋,2.33,5,23.1472,113.349
GZBS3,48,峻林,0.64,5,23.1476,113.3277
GZBS3,49,,0.36,5,23.1391,113.3288
GZBS3,50,,2.1,5,23.1478,113.3465
SHW146,1,中铁·虹桥逸都,0.82,26,31.171,121.284
SHW146,2,九溪十八岛,1.52,26,31.1582,121.2922
SHW146,3,湖畔佳苑,1.28,20,31.1702,121.3059
SHW146,4,叶联路社区,2.57,20,31.1588,121.2703
