门店ID,排名,地点名称,距离(km),配送次数
HZBS3,15,创世邸,5.75,13
HZBS3,16,绿城卓越·傲旋城,2.61,12
HZBS3,17,恒鑫大厦裙楼,0.23,12
HZBS3,18,法保大楼,3.42,12
HZBS3,19,中恒世纪科技园-综合楼,5.48,12
HZBS3,20,时代滨江·丹枫四季,1.88,12
HZBS3,21,江二公园,1.0,12
HZBS3,22,臻奥院三期,3.82,12
HZBS3,23,合寓公寓,0.73,11
HZBS3,24,亲橙空间·滨江园区,1.81,11
HZBS3,25,日言·DATE TALK·潮品概念展厅,1.68,11
HZBS3,26,水印城,1.13,11
HZBS3,27,半岛国际,0.86,11
HZBS3,28,江南天街商业中心3幢(龙湖杭州滨江天街),0.18,10
HZBS3,29,王道公园优迈,2.83,10
HZBS3,30,滨耀学府,5.12,10
HZBS3,31,杭州高新区火炬创新中心,2.34,10
HZBS3,32,柏美云居城市公寓(杭州滨江星澜里店),2.22,10
HZBS3,33,云狐科技园,1.68,10
HZBS3,34,盛元慧谷,4.12,9
HZBS3,35,先锋科技大厦,4.65,9
HZBS3,36,三花·江虹国际创意园,1.2,9
HZBS3,37,彩虹城浪琴轩,4.82,9
HZBS3,38,风雅钱塘,0.37,8
HZBS3,39,曼特智谷(上峰产业园),1.43,8
HZBS3,40,春江花月晓风苑,2.77,8
HZBS3,41,浙农科创园,1.15,8
HZBS3,42,杭州偶遇江南江景LOFT公寓(星光大道江滨澜庭店),1.72,8
HZBS3,43,东冠大厦,0.31,8
HZBS3,44,连连大厦,2.18,8
HZBS3,45,亲橙空间·滨江园区,1.95,8
HZBS3,46,海威中心9号楼,2.92,8
HZBS3,47,滨盛云座,3.06,8
HZBS3,48,博风创意大厦1号楼,0.95,8
HZBS3,49,保利天汇,1.98,8
HZBS3,50,严氏芠硕产业园,3.45,8
SHBS53,1,网易国际文创科技园C栋,1.18,40
SHBS53,2,网易上海国际文创科技园,1.06,32
SHBS53,3,[],3.13,25
SHBS53,4,百联奥特莱斯广场B区,0.15,24
SHBS53,5,新华联·雅苑,1.41,19
SHBS53,6,万科·有山,3.18,16
SHBS53,7,映虹桥,2.73,16
SHBS53,8,万科·有山,3.31,16
SHBS53,9,万科·有山,3.15,14
SHBS53,10,臻水岸苑,1.64,14
SHBS53,11,金臣颐墅,1.87,14
SHBS53,12,长三角绿洲智谷·赵巷,1.35,14
SHBS53,13,海珀·佘山,9.02,13
SHBS53,14,[],1.99,13
SHBS53,15,佘北家园秀雅苑,3.72,13
SHBS53,16,新虹桥铝智方产业园,3.97,12
SHBS53,17,花语江南,3.69,11
SHBS53,18,[],5.01,11
SHBS53,19,长三角绿洲智谷·赵巷园区F区,0.84,10
SHBS53,20,万科·有山,3.22,10
SHBS53,21,网易国际文创科技园C栋,1.34,10
SHBS53,22,龙湖·滟澜山二期,2.1,10
SHBS53,23,映虹桥,2.74,10
SHBS53,24,长三角绿洲智谷·赵巷园区F区,0.91,10
SHBS53,25,花语江南,3.58,10
SHBS53,26,佘北家园·木荷苑,3.02,9
SHBS53,27,龙湖·滟澜山,2.5,9
SHBS53,28,[],3.22,9
SHBS53,29,[],3.71,9
SHBS53,30,花语江南,3.82,9
SHBS53,31,绿地国际山庄,2.16,9
SHBS53,32,赵巷镇商业商务区社区微型消防站,3.24,9
SHBS53,33,万科·晶源,3.29,9
SHBS53,34,[],3.66,9
SHBS53,35,池奈日式咖喱蛋包饭(百联奥特莱斯广场B区店),0.18,9
SHBS53,36,长三角绿洲智谷·赵巷园区F区,0.85,8
SHBS53,37,池奈日式咖喱蛋包饭(百联奥特莱斯广场B区店),0.17,8
SHBS53,38,国贸天悦观澜庭,2.96,8
SHBS53,39,欧然智汇园,6.1,8
SHBS53,40,淼森多肉植物园,1.95,8
SHBS53,41,网易国际文创科技园C栋,1.35,8
SHBS53,42,中海翡翠湖岸别墅3期,1.87,8
SHBS53,43,保利建工西郊锦庐,3.77,8
SHBS53,44,金地虹桥峰汇,1.49,8
SHBS53,45,国贸·观澜璟庭,1.67,8
SHBS53,46,长三角绿洲智谷·赵巷,1.21,8
SHBS53,47,万科锦源,2.73,7
SHBS53,48,映虹桥,2.7,7
SHBS53,49,国贸天悦悦山庭,3.41,7
SHBS53,50,佘北家园紫荆苑,4.6,7
SHBS49,1,方隅公寓,1.42,21
SHBS49,2,银科金融中心,1.53,16
SHBS49,3,三银基金产业园,0.39,15
SHBS49,4,涵春广场,0.01,14
SHBS49,5,蟠龙景园东区徐龙南路28弄,0.24,14
SHBS49,6,蟠龙云庭,0.43,13
SHBS49,7,虹桥万科中心1号楼,3.87,13
SHBS49,8,东方易云上海健康产业总部基地,1.1,12
SHBS49,9,灿辉晶典1733,2.78,11
SHBS49,10,蟠龙景园东区徐龙南路251弄,0.21,11
SHBS49,11,夏都小镇新舍汇,2.97,11
SHBS49,12,中核·锦悦府,1.48,10
SHBS49,13,虹桥国际低空经济产业园(青浦园),0.54,10
SHBS49,14,万科·天空之城星之屿,2.42,10
SHBS49,15,上海会展方隅服务公寓,2.69,10
SHBS49,16,中铁·虹桥逸都,2.25,10
SHBS49,17,富士一品,1.05,9
SHBS49,18,蟠龙云庭北区,0.69,9
SHBS49,19,三银基金产业园,0.48,9
SHBS49,20,中核·锦悦府一期,1.63,8
SHBS49,21,中核科创园—和寓(西区),1.55,8
SHBS49,22,蟠龙珑苑,0.58,8
SHBS49,23,中建·锦绣天地,1.34,8
SHBS49,24,东方易云上海健康产业总部基地,1.1,8
SHBS49,25,明珠家园2区,2.08,8
SHBS49,26,蟠龙云庭北区,0.51,8
SHBS49,27,蟠龙珑苑,0.59,7
SHBS49,28,新虹桥·君悦湾墅,2.94,7
SHBS49,29,首位D01写字楼,1.49,7
SHBS49,30,新虹桥中心,2.08,7
SHBS49,31,大华·西郊别墅,4.02,7
SHBS49,32,中铁·虹桥逸都,2.34,7
SHBS49,33,蟠龙云庭北区,0.45,7
SHBS49,34,中建企业天地,1.48,7
SHBS49,35,爱博一村,3.91,6
SHBS49,36,鼎沪商务园-双子楼,1.56,6
SHBS49,37,蟠龙新天地戏台广场,0.15,6
SHBS49,38,招商象屿蟠龙府2期,2.28,6
SHBS49,39,三银基金产业园,0.42,6
SHBS49,40,虹桥花瓣楼,4.13,6
SHBS49,41,首位E02写字楼,1.8,6
SHBS49,42,仁恒西郊花园,2.01,6
SHBS49,43,蟠龙云庭,0.37,6
SHBS49,44,之青公寓,2.91,6
SHBS49,45,蟠龙云庭,0.4,6
SHBS49,46,新华联·雅苑,5.69,6
SHBS49,47,金光路219弄(南楼),0.99,6
SHBS49,48,上海西庭网球俱乐部和公寓,1.89,6
SHBS49,49,灿辉晶典1733,2.83,5
SHBS49,50,蟠龙景园西区,0.24,5
SHBS62,1,大华清水湾花园1期,0.69,13
SHBS62,2,上海月星环球港,0.02,12
SHBS62,3,绿地世纪城二期,0.83,10
SHBS62,4,兰溪园兰溪路21弄,0.68,9
SHBS62,5,南杨园,0.37,9
SHBS62,6,沙田新苑,0.43,9
SHBS62,7,逸流公寓1期,1.05,8
SHBS62,8,上海月星环球港,0.05,8
SHBS62,9,绿地世纪城三期,0.51,7
SHBS62,10,丽娃大厦,1.21,7
SHBS62,11,中海友里公寓(上海金沙江路店),0.39,7
SHBS62,12,顺达公寓,0.63,7
SHBS62,13,上海环球港写字楼,0.18,7
SHBS62,14,曹杨花溪园,0.66,7
SHBS62,15,上海昔住公寓(2号店),0.46,6
SHBS62,16,锦绿新城二期,0.73,6
SHBS62,17,金阳大厦,0.84,6
SHBS62,18,上海曹杨丰兆商务楼,0.69,5
SHBS62,19,中海汇德里,0.41,5
SHBS62,20,梅岭北路109号小区,0.98,5
SHBS62,21,达安花园3期,1.71,5
SHBS62,22,怒江路600弄小区,1.26,5
SHBS62,23,曹杨汽车公寓,0.61,5
SHBS62,24,伸大厦,0.52,5
SHBS62,25,江苏饭店商务楼,1.4,5
SHBS62,26,普陀区128坊,0.86,5
SHBS62,27,康泰公寓2期,0.4,4
SHBS62,28,绿地世纪城,0.72,4
SHBS62,29,光明酒业大厦,0.3,4
SHBS62,30,上海月星环球港,0.02,4
SHBS62,31,华东师范大学普陀校区华夏学生公寓,1.07,4
SHBS62,32,绿地世纪城一期,0.6,4
SHBS62,33,曹家巷小区中山北路3676弄,0.65,4
