Store_ID,门店名称,品牌,城市,商圈,业态,经度,纬度,是否子店,门店状态,开店日期,门店地址
BJW20-1,轻遇三明治（北京西单君太店）,Wagas,北京市,西城区,Shopping Mall,116.373542,39.90958,是,已开业,2025-07-28,北京市西城区西单北大街133号太运大厦F2，A-11号店铺
BJW51-1,轻遇三明治（北京亦庄华联）,Wagas,北京市,大兴区,Shopping Mall,116.501956,39.805262,是,已开业,2025-07-28,北京市经济技术开发区荣华中路北京华联亦庄购物中心 F1-16
BJW55-1,轻遇三明治（北京北苑龙湖店）,Wagas,北京市,朝阳区,Shopping Mall,116.438573,40.042849,是,已开业,2025-07-28,北京市朝阳区北苑东路19号院9号楼-3至6层101内1层A馆-1F-20
BJW53-1,轻遇三明治（北京回龙观龙街）,Wagas,北京市,昌平区,Shopping Mall,116.370725,40.085095,是,已开业,2025-07-28,北京市昌平区龙锦三街乙42号院1号楼一层1025号
SHW90-1,轻遇三明治（上海中环百联）,Wagas,上海市,浦东新区,Shopping Mall,121.384555,31.245376,是,已开业,2025-07-28,上海市普陀区真光路1288号百联中环购物广场1层G08-1F-1-B1F084室
BJW54-1,轻遇三明治（北京西三旗店）,Wagas,北京市,海淀区,Shopping Mall,116.365473,40.060112,是,已开业,2025-07-28,北京市海淀区西三旗建材城东路33号院1号楼L120
SHW110-1,轻遇三明治（上海宝山龙湖）,Wagas,上海市,宝山区,Shopping Mall,121.361814,31.359228,是,已开业,2025-07-28,上海市宝山区丹霞山路50弄1号宝山天街SHBCTJ-A-1F-02号房屋
SHW83-1,轻遇三明治（上海莘庄龙之梦）,Wagas,上海市,闵行区,Shopping Mall,121.378995,31.108066,是,已开业,2025-07-28,上海市沪闵路6088号凯德龙之梦闵行01层28号
SHW129-1,轻遇三明治（上海漫趣邻舍）,Wagas,上海市,黄浦区,Street-front,121.491084,31.199915,是,已开业,2025-07-28,西藏南路1699弄璟湾公寓项目1 幢 25 号 107 室、1 幢 1653 号 1 层
SHW125-1,轻遇三明治（上海嘉亭荟）,Wagas,上海市,嘉定区,Shopping Mall,121.161552,31.287737,是,已开业,2025-07-28,上海市嘉定区墨玉南路 909 号，编号为 1122、1123-2、1124 室
SHW121-1,轻遇三明治（上海世博绿谷）,Wagas,上海市,浦东新区,Office/BusinessPark,121.496316,31.187274,是,已开业,2025-07-04,上海市浦东新区众冠路101号C栋一楼A03B1-1102房屋
SHW85-1,轻遇三明治（上海松江漕河泾园区）,Wagas,上海市,松江区,Office/BusinessPark,121.316711,31.094993,是,已开业,2025-07-04,上海市松江区新桥镇莘砖公路518号园区
SHW86-1,轻遇三明治（上海田林华鑫）,Wagas,上海市,徐汇区,Office/BusinessPark,121.409911,31.169388,是,已开业,2025-07-04,上海市徐汇区田林路142号D1栋 1楼 103室
SHW92-1,轻遇三明治（上海徐汇万科中心）,Wagas,上海市,徐汇区,Office/BusinessPark,121.434018,31.158319,是,已开业,2025-07-04,上海市徐汇区定安路55号徐汇万科中心一期一层T2-102A
SHW54-1,轻遇三明治（上海虹桥龙湖天街店）,Wagas,上海市,闵行区,Shopping Mall,121.313706,31.193149,是,已开业,2025-07-04,上海闵行区申长路869号1层02（A-1F-02）单元
SHW84-1,轻遇三明治（上海凌空soho）,Wagas,上海市,长宁区,Office/BusinessPark,121.352725,31.2219,是,已开业,2025-07-04,上海市长宁区金钟路968号天会商务广场6号楼103B楼
SHW98-1,轻遇三明治（上海源深路）,Wagas,上海市,浦东新区,Office/BusinessPark,121.532604,31.236073,是,已开业,2025-07-04,上海市浦东新区源深路355号、商城路1418号102-1B单元
HZW17-1,轻遇三明治（杭州西溪印象城）,Wagas,杭州市,余杭区,Shopping Mall,120.050338,30.247492,是,已开业,2025-07-04,浙江省杭州市余杭区常街道五常大道1号P1-01-15号
HZW15-1,轻遇三明治（杭州中大银泰）,Wagas,杭州市,拱墅区,Shopping Mall,120.175275,30.327187,是,已开业,2025-07-04,杭州市下城区东新路822号石祥路138号商业广场L1层1024号
HZW14-1,轻遇三明治（杭州萧山万象汇）,Wagas,杭州市,萧山区,Shopping Mall,120.268878,30.181811,是,已开业,2025-07-04,浙江省杭州市萧山区北干街道金城路927号杭州萧山万象汇L171号
HZW5-1,轻遇三明治（杭州阿里巴巴店）,Wagas,杭州市,余杭区,Shopping Mall,120.030174,30.281413,是,已开业,2025-07-04,杭州市余杭区文一西路961号亲橙里6号楼1层6-16室
HZW7-1,轻遇三明治（杭州远洋乐堤港店）,Wagas,杭州市,拱墅区,Shopping Mall,120.142121,30.304675,是,已开业,2025-07-04,杭州市拱墅区丽水路远洋乐堤港A区一层A176-A178 
HZW8-1,轻遇三明治（杭州龙湖西溪天街店）,Wagas,杭州市,西湖区,Shopping Mall,120.068893,30.291607,是,已开业,2025-07-04,杭州市西湖区蒋村街道余杭塘路1001号西溪天街A幢1楼24号
HZW3-1,轻遇三明治（杭州来福士）,Wagas,杭州市,上城区,Shopping Mall,120.21395,30.248754,是,已开业,2025-07-04,杭州市江干区新业路228号杭州来福士中心L1层29b&30号
HZW13-1,轻遇三明治（杭州欧美金融城）,Wagas,杭州市,余杭区,Shopping Mall,120.001544,30.280125,是,已开业,2025-07-04,浙江省杭州市余杭区文一西路与水城北路交汇处东北欧美金融城84号楼1层C103、C102号商铺
HZW6-1,轻遇三明治（杭州黄龙万科店）,Wagas,杭州市,西湖区,Shopping Mall,120.127994,30.275409,是,已开业,2025-07-04,杭州市西湖区学院路77号黄龙国际中心商场一层101号单元 
HZW18-1,轻遇三明治（杭州奥体印象城）,Wagas,杭州市,萧山区,Shopping Mall,120.255112,30.233759,是,已开业,2025-07-04,浙江省杭州市萧山区钱江世纪城金鸡路与扬帆路交叉口第MA栋第L1层的第L1-23;L1-K09号
HZW10-1,轻遇三明治（杭州滨江银泰）,Wagas,杭州市,滨江区,Shopping Mall,120.221591,30.200919,是,已开业,2025-07-04,浙江省杭州市滨江区滨和路598号1号楼A-132
BJW3-1,轻遇三明治（北京来福士）,Wagas,北京市,东城区,Shopping Mall,116.432465,39.940189,是,已开业,2025-07-04,北京市东城区东直门南大街1号01-10室来福士1层
BJW63-1,轻遇三明治（北京汉威）,Wagas,北京市,丰台区,Office/BusinessPark,116.295591,39.825605,是,已开业,2025-07-04,北京市丰台区南四环西路186号汉威广场二区9号楼1层02-03号
BJW59-1,轻遇三明治（北京长安商场）,Wagas,北京市,西城区,Shopping Mall,116.345175,39.907942,是,已开业,2025-07-04,北京市西城区复兴门外大街15号1幢F1-124
BJW56-1,轻遇三明治（北京望京万象汇）,Wagas,北京市,朝阳区,Shopping Mall,116.46903,40.010789,是,已开业,2025-07-04,北京市朝阳区广顺北大街16号院3号楼望京华彩商业中心 一 层A108-1/A108号
BJW52-1,轻遇三明治（北京新光大）,Wagas,北京市,通州区,Shopping Mall,116.660438,39.916338,是,已开业,2025-07-04,北京市通州区滨惠北一街新光大中心IV-02号1层106室
BJW48-1,轻遇三明治（北京元中心）,Wagas,北京市,海淀区,Office/BusinessPark,116.316124,40.049812,是,已开业,2025-07-04,北京市海淀区西二旗中路29号中关村移动智能服务创新园6号楼 一层101室
BJW45-1,轻遇三明治（北京信创园）,Wagas,北京市,大兴区,Office/BusinessPark,116.578646,39.786533,是,已开业,2025-07-04,北京经济技术开发区科谷一街8号院3号楼一层102-2
BJW16-1,轻遇三明治（北京十里堡万科时代店）,Wagas,北京市,朝阳区,Shopping Mall,116.503465,39.914858,是,已开业,2025-07-04,北京市朝阳区十里堡甲3号院1号楼1层40-42室
BJW42-1,轻遇三明治（北京丽泽平安）,Wagas,北京市,丰台区,Office/BusinessPark,116.326736,39.866474,是,已开业,2025-07-04,北京市丰台区金泽西路2号院1号楼A1-05/A1-06/A1-07
BJW11-1,轻遇三明治（北京环球贸易中心店）,Wagas,北京市,东城区,Office/BusinessPark,116.410418,39.966483,是,已开业,2025-07-04,北京市东城区北三环东路36号3号楼1层09单元
BJW9-1,轻遇三明治（北京中粮广场）,Wagas,北京市,东城区,Office/BusinessPark,116.429919,39.907286,是,已开业,2025-07-04,北京市东城区建国门内大街8号北京中粮广场C座G133-135
SHBS56-1,轻遇三明治（上海EKA天物空间）,Baker & Spice,上海市,浦东新区,Street-front,121.576824,31.263337,是,已开业,2025-07-04,上海市浦东新区金桥路 527-535 号内 13 幢第 470-1F 101、102、103、109、110、111 单元
SHBS55-1,轻遇三明治（七宝领展广场）,Baker & Spice,上海市,闵行区,Shopping Mall,121.349967,31.155145,是,已开业,2025-07-04,上海市闵行区漕宝路3366号1层L109D室
SHBS53-1,轻遇三明治（上海青浦奥莱）,Baker & Spice,上海市,青浦区,Shopping Mall,121.227853,31.155272,是,已开业,2025-07-04,上海市沪青平公路2888号A5-102室
SHBS49-1,轻遇三明治（上海蟠龙天地BS）,Baker & Spice,上海市,青浦区,Shopping Mall,121.275338,31.189874,是,已开业,2025-07-04,上海市青浦区蟠龙路蟠龙天地BS117
SHBS43-1,轻遇三明治（上海近铁城市广场）,Baker & Spice,上海市,普陀区,Shopping Mall,121.382152,31.232998,是,已开业,2025-07-04,上海市普陀区真北路818号近铁城市广场北区一楼N-F1-20商铺
SHBS40-1,轻遇三明治（上海西岸凤巢）,Baker & Spice,上海市,徐汇区,Shopping Mall,121.459416,31.163958,是,已开业,2025-07-04,上海市徐汇区云锦路683 号1层第01-019号商铺
SHBS41-1,轻遇三明治（上海大宁久光）,Baker & Spice,上海市,静安区,Shopping Mall,121.45068,31.276104,是,已开业,2025-07-04,上海市静安区共和新路 2188 号B1 层 MB136-2、MB136-3 室
SHBS38-1,轻遇三明治（上海漕河泾印象城）,Baker & Spice,上海市,徐汇区,Shopping Mall,121.399595,31.1618,是,已开业,2025-07-04,上海市徐汇区古美路1520号L1层07+08号
SHBS15-1,轻遇三明治（上海凯德晶萃店）,Baker & Spice,上海市,徐汇区,Shopping Mall,121.477303,31.210246,是,已开业,2025-07-04,上海市黄浦区徐家汇路268号1-20号
SHBS11-1,轻遇三明治（上海仲盛世界商城）,Baker & Spice,上海市,闵行区,Shopping Mall,121.387162,31.107032,是,已开业,2025-07-04,上海市闵行区都市路5001号仲盛世界商城地上1层110A单元
SHBS46-1,轻遇三明治（上海万科天空之城）,Baker & Spice,上海市,青浦区,Shopping Mall,121.25364,31.177012,是,已开业,2025-07-04,上海市青浦区崧泽大道2229弄66号L1-66/67室
BJBS19-1,轻遇三明治（北京京西大悦城）,Baker & Spice,北京市,石景山区,Shopping Mall,116.18292,39.925402,是,已开业,2025-07-04,北京市石景山区阜石路173号院1号楼B1-34 号
BJBS23-1,轻遇三明治（北京西北旺）,Baker & Spice,北京市,海淀区,Shopping Mall,116.258663,40.049442,是,已开业,2025-07-04,北京市海淀区德政路16号院西北旺万象汇1层L132号
BJBS22-1,轻遇三明治（北京长楹天街）,Baker & Spice,北京市,朝阳区,Shopping Mall,116.601166,39.924947,是,已开业,2025-07-04,北京市朝阳区常通路2号院1号楼B栋-1F-36、37号
BJBS20-1,轻遇三明治（北京北辰荟）,Baker & Spice,北京市,朝阳区,Shopping Mall,116.380682,40.004263,是,已开业,2025-07-04,北京市朝阳区北辰西路6号院1号楼一层L118-1
BJBS14-1,轻遇三明治（北京望京凯德）,Baker & Spice,北京市,朝阳区,Shopping Mall,116.468473,39.992972,是,已开业,2025-07-04,北京市朝阳区广顺北大街33号院215号楼1层38/39号
BJBS12-1,轻遇三明治（北京金地店）,Baker & Spice,北京市,朝阳区,Shopping Mall,116.474464,39.90913,是,已开业,2025-07-04,北京市朝阳区建国路91号金地广场B座一层L108-109
BJBS11-1,轻遇三明治（北京悠唐）,Baker & Spice,北京市,朝阳区,Shopping Mall,116.438126,39.921127,是,已开业,2025-07-04,北京市朝阳区三丰北里2号悠唐购物中心1层 F1-001A/F1-036A/F2-052
SHW142,上海虹桥国际机场T2 WA,Wagas,上海市,闵行区,Transportation center,121.32942800000001,31.196422999999996,否,已开业,2025-11-17,上海市申达一路1号虹桥机场2号航站楼出发禁区北侧D40-10区域
NJBS5,南京金陵中环BS,Baker & Spice,南京市,秦淮区,Shopping Mall,118.781761,32.040788,否,已开业,2025-07-30,南京市王府大街29号、中山南路18号的金陵中环广场西区B1层A-B1-15号
SHW141,上海徐家汇中心,Wagas,上海市,徐汇区,Shopping Mall,121.43441099999995,31.194223,否,已开业,2025-10-11,上海市徐汇区虹桥路99号上海徐家汇中心商场四层(L4)408 室
SHW47-1,轻遇三明治（上海静安大融城店）,Wagas,上海市,静安区,Shopping Mall,121.427181,31.279841,是,已开业,2025-06-03,上海市静安区沪太路1111弄1号楼静安大融城购物中心一层L101-1商铺
SHW35-1,轻遇三明治（上海江苏路）,Wagas,上海市,长宁区,Office/BusinessPark,121.431033,31.218545,是,已开业,2025-06-03,上海市长宁区江苏路458号舜元大厦106单元
SHW66-1,轻遇三明治（上海活力城店）,Wagas,上海市,浦东新区,Shopping Mall,121.565222,31.155887,是,已开业,2025-06-03,上海市浦东新区北蔡镇沪南路2229号L1层41-02室
SHW71-1,轻遇三明治（上海Plus乐坊店）,Wagas,上海市,浦东新区,Shopping Mall,121.562907,31.207315,是,已开业,2025-06-03,上海市浦东新区芳甸路1372号大唐国际广场1-05号商铺
SHW7-1,轻遇三明治（上海浦东大拇指广场）,Wagas,上海市,浦东新区,Shopping Mall,121.559683,31.22698,是,已开业,2025-06-03,上海市浦东新区芳甸路199弄证大大拇指广场31号
SHW80-1,轻遇三明治（上海陆家嘴投资大厦店）,Wagas,上海市,浦东新区,Office/BusinessPark,121.530296,31.221898,是,已开业,2025-06-03,上海市浦东新区浦电路366号第一层103A和103B
SHW89-1,轻遇三明治（上海东方广场）,Wagas,上海市,浦东新区,Office/BusinessPark,121.483233,31.150895,是,已开业,2025-06-03,上海市浦东新区东育路636号1层
SHW81-1,轻遇三明治（上海前滩企业天地店）,Wagas,上海市,浦东新区,Office/BusinessPark,121.481397,31.157716,是,已开业,2025-06-03,上海自由贸易试验区东育路255弄2号1层101单元
SHW87-1,轻遇三明治（上海旭辉环创中心）,Wagas,上海市,杨浦区,Shopping Mall,121.542435,31.278426,是,已开业,2025-06-03,杨浦区周家嘴路3680号环创中心1楼24-25室
SHW18-1,轻遇三明治（上海缤谷广场）,Wagas,上海市,长宁区,Shopping Mall,121.386636,31.214457,是,已开业,2025-06-03,上海市长宁区天山路341号缤谷广场西座105室
SHW106-1,轻遇三明治（上海虹桥国际商务花园）,Wagas,上海市,长宁区,Office/BusinessPark,121.351851,31.231416,是,已开业,2025-06-03,上海市长宁区临虹路168弄南区102-3室
SHW102-1,轻遇三明治（上海长阳创谷）,Wagas,上海市,杨浦区,Office/BusinessPark,121.535256,31.270787,是,已开业,2025-06-03,上海市杨浦区长阳路1687号西1120幢104室
BJW17-1,轻遇三明治（北京枫蓝国际店）,Wagas,北京市,海淀区,Shopping Mall,116.356606,39.95293,是,已开业,2025-06-03,北京海淀枫蓝国际一层101-1至5号商铺
BJW40-1,轻遇三明治（北京万柳店）,Wagas,北京市,朝阳区,Shopping Mall,116.295152,39.973738,是,已开业,2025-06-03,北京市海淀区巴沟路2号1幢万柳华联一层F1-42
BJW24-1,轻遇三明治（北京东方广场店）,Wagas,北京市,东城区,Shopping Mall,116.414504,39.909417,是,已开业,2025-06-03,北京市东长安街1号东方广场东方新天地PW2(16-17)号店铺
SHW140,上海高岛屋,Wagas,上海市,长宁区,Shopping Mall,121.4031,31.197355999999996,否,已开业,2025-07-04,上海市长宁区虹桥路1438号1幢一（1）层01-01号
SHW101-1,轻遇三明治（上海宝山新业坊店),Wagas,上海市,宝山区,Office/BusinessPark,121.483807,31.318069,是,已开业,2025-05-07,上海市宝山区逸仙路1328号6号楼108A室
SHW57-1,轻遇三明治（上海大宁音乐广场店),Wagas,上海市,静安区,Office/BusinessPark,121.444115,31.280301,是,已开业,2025-05-13,上海市静安区万荣路777号大宁音乐广场A座102室
BJW34-1,轻遇三明治（北京新中关店WA店),Wagas,北京市,海淀区,Shopping Mall,116.315261,39.978311,是,已开业,2025-05-07,北京市海淀区中关村大街19号新中关大厦一层L120
BJW62-1,轻遇三明治（北京城乡购物中心店),Wagas,北京市,海淀区,Shopping Mall,116.305593,39.90993,是,已开业,2025-05-07,北京市海淀区复兴路甲23号
BJW41-1,轻遇三明治（北京新世界店),Wagas,北京市,朝阳区,Shopping Mall,116.47201,39.909504,是,已开业,2025-05-07,北京市朝阳区建国路93号北京新世界彩旋百货有限公司1层L01F117
SHLK8-1,轻遇三明治（上海瑞虹太阳宫店),Lokal,上海市,虹口区,Shopping Mall,121.499992,31.262497,是,已开业,2025-05-07,上海市虹口区瑞虹路181号L1-14单元
SHW51-1,轻遇三明治（上海品尊国际店),Wagas,上海市,普陀区,Office/BusinessPark,121.419838,31.256919,是,已开业,2025-05-07,上海市普陀区铜川路58弄23、24号A区一层商铺 
SHW93-1,轻遇三明治（上海维璟印象城店),Wagas,上海市,闵行区,Shopping Mall,121.36331,31.131455,是,已开业,2025-05-07,上海市闵行区七莘路1507号1层01-024-X1号商铺
BJW43-1,轻遇三明治（北京尚东数字谷店),Wagas,北京市,海淀区,Office/BusinessPark,116.289105,40.043084,是,已开业,2025-05-07,北京市海淀区东北旺西路8号42号楼地下一层104号
SHW11-1,轻遇三明治（上海96广场店),Wagas,上海市,浦东新区,Shopping Mall,121.524414,31.226926,是,已开业,2025-05-07,上海市浦东新区东方路796号96广场171单元
BJW60-1,轻遇三明治（北京世界城店),Wagas,北京市,朝阳区,Shopping Mall,116.452306,39.917689,是,已开业,2025-05-07,  北京市朝阳区金汇路8-9号中骏世界城W127号
BJW25-1,轻遇三明治（北京五道口购物中心店),Wagas,北京市,海淀区,Shopping Mall,116.339083,39.992028,是,已开业,2025-05-07,北京市海淀区成府路28号邦泰优盛大厦1层101室09号
BJW30-1,轻遇三明治（北京新辰里酒仙桥店),Wagas,北京市,朝阳区,Shopping Mall,116.490623,39.9759,是,已开业,2025-05-07,北京市朝阳区酒仙桥路12号一层F1-005
BJW26-1,轻遇三明治（北京新辰里店),Wagas,北京市,朝阳区,Shopping Mall,116.406582,39.991636,是,已开业,2025-05-07,北京市朝阳区北辰东路8号院新辰里购物中心1层
BJW22-1,轻遇三明治（北京西客站食宝街店),Wagas,北京市,海淀区,Shopping Mall,116.322104,39.898469,是,已开业,2025-05-07,北京市海淀区羊坊路18号F1-078/079号店铺
BJW15-1,轻遇三明治（北京大族广场店),Wagas,北京市,大兴区,Office/BusinessPark,116.512985,39.792843,是,已开业,2025-05-07,北京市北京经济技术开发区荣华南路2号院9号楼1层F1-30、F1-31号
SHBS7-1,轻遇三明治（上海丰尚国际生活中心）,Baker & Spice,上海市,闵行区,Shopping Mall,121.282655,31.20319,是,已开业,2025-05-07,上海市闵行区运乐路571号175室
BJBS34,北京凤凰汇BS,Baker & Spice,北京市,朝阳区,Shopping Mall,116.45767699999999,39.96342599999999,否,已开业,2025-08-12,北京市朝阳区曙光西里甲5号院北京凤凰汇L120a
BJBS32,北京崇文门摩方,Baker & Spice,北京市,东城区,Shopping Mall,116.41998000000001,39.89822900000001,否,已开业,2025-06-28,北京市东城区崇文门外大街1号北京魔方1层L109
BJBS33,北京中海大吉巷店,Baker & Spice,北京市,西城区,Shopping Mall,116.37593,39.887582,否,已开业,2025-05-25,北京市西城区骡马市大街264号FS1层FS16
SHW82-1,轻遇三明治（上海汇智店）,Wagas,上海市,浦东新区,Shopping Mall,121.601674,31.203332,是,已开业,2025-03-21,上海市浦东新区金科路3057号欧尚1栋1层 646-1001
SHW48-1,轻遇三明治（上海复兴路店）,Wagas,上海市,黄浦区,Street-front,121.482913,31.219473,是,已开业,2025-03-21,上海黄浦区西藏南路569号102-A室
BJW38-1,轻遇三明治（北京远洋未来汇店）,Wagas,北京市,朝阳区,Shopping Mall,116.491323,39.915973,是,已开业,2025-03-21,北京市朝阳区慈云寺北里209号远洋未来汇CF1-05 
BJW27-1,轻遇三明治（北京暖山店）,Wagas,北京市,朝阳区,Shopping Mall,116.415396,40.032284,是,已开业,2025-03-21,北京市朝阳区红军营南路36号院1号楼1楼02室
BJW19-1,轻遇三明治（北京玖安广场店）,Wagas,北京市,朝阳区,Shopping Mall,116.40877,39.952283,是,已开业,2025-03-21,北京朝阳安定门外大街208号玖安广场1F-04商铺
BJW49-1,轻遇三明治（北京金辉店）,Wagas,北京市,朝阳区,Office/BusinessPark,116.488818,40.002907,是,已开业,2025-03-21,北京市朝阳区望京东园四区6号楼01-B1-09-1号
BJW5-1,轻遇三明治（北京富力广场店）,Wagas,北京市,朝阳区,Shopping Mall,116.460657,39.896119,是,已开业,2025-03-21,北京市朝阳区东三环中路63号富力中心1层A102内
BJW28-1,轻遇三明治（北京国旅店）,Wagas,北京市,西城区,Shopping Mall,116.358631,39.90861,是,已开业,2025-03-19,北京市西城区复兴门内大街99号国旅长安大厦第一层101
NJW2,南京金鹰新街口店,Wagas,南京市,秦淮区,Shopping Mall,118.779653,32.041484,否,已开业,2017-08-03,南京市汉中路89号金鹰国际购物中心B座1层B1-010商铺
CDBS4,成都悠方,Baker & Spice,成都市,武侯区,Shopping Mall,104.05502000000001,30.583199000000008,否,已开业,2025-03-16,成都市武侯区交子大道300号L1层130号商铺
SHBS71,上海环贸广场,Baker & Spice,上海市,徐汇区,Shopping Mall,121.45814500000006,31.215615999999983,否,已开业,2025-04-18,上海市徐汇区淮海中路999 号上海环贸广场五层（L5)518室
BJW74,北京华堂新辰汇,Wagas,北京市,朝阳区,Shopping Mall,116.42045000000007,39.98811799999999,否,已开业,2025-04-29,北京市朝阳区北四环东路 108号院华堂新辰汇一层004号
BJW73,北京大兴机场,Wagas,北京市,大兴区,Transportation center,116.41843200,39.51199300,否,已开业,2025-05-24,北京市大兴区大兴国际机场国内混流核心区S-BL02-007/S-BL02-008
BJBS31,北京双安商场店,Baker & Spice,北京市,海淀区,Shopping Mall,116.32623405587992,39.966098581442004,否,已开业,2025-06-14,北京市海淀区北三环西路38号F1-B12
BJBS30,北京安贞环宇荟店,Baker & Spice,北京市,朝阳区,Shopping Mall,116.40649999999994,39.977840000000015,否,已开业,2025-01-26,北京市朝阳区安定路5号院6号楼L1层L101-1；L101-2单元
SHW139,上海金虹桥,Wagas,上海市,长宁区,Shopping Mall,121.40214924348993,31.20950535149398,否,已开业,2025-06-09,上海市长宁区茅台路179号金虹桥国际中心商场L1楼层L109商铺
BJW72,北京天虹,Wagas,北京市,西城区,Shopping Mall,116.34130000000005,39.88878700000002,否,已开业,2025-02-28,北京市西城区广安门外大街168号北京天虹百货1层116号
BJBS29,北京英皇,Baker & Spice,北京市,朝阳区,Office/BusinessPark,116.44471300000009,39.90776099999999,否,已开业,2025-01-10,北京市朝阳区建外大街丁12号英皇集团中心一层111号
BJW71,北京弯里中心店,Wagas,北京市,朝阳区,Street-front,116.500825,39.867125,否,已开业,2025-01-25,北京市朝阳区金蝉北路金蝉欢乐园2号院甲1号楼N1-F1-03A、N1-F1-03B
GZW11,广州天河城,Wagas,广州市,天河区,Shopping Mall,113.322907,23.13235,否,已开业,2024-12-25,广州市天河区天河路208号天河城购物中心二层202-1号商铺
BJLK4,北京祥云小镇,Lokal,北京市,顺义区,Shopping Mall,116.535747,40.089541,否,已开业,2025-01-05,北京市顺义区安泰大街9号院北京祥云小镇0308-101-a号商铺
TJW4,天津南开大悦城,Wagas,天津市,南开区,Shopping Mall,117.18005100000005,39.13507900000001,否,已开业,2024-12-12,天津市南开区南门外大街2号天津大悦城购物中心北区 1F-55号商铺
XIAW2,西安曲江创意谷店,Wagas,西安市,雁塔区,Shopping Mall,109.01204099999995,34.21235500000001,否,已开业,2024-12-19,西安市曲江新区雁翔路3369号曲江创意谷LG-61号
BJW70,北京太阳宫凯德店,Wagas,北京市,朝阳区,Shopping Mall,116.44809899999996,39.971402000000005,否,已开业,2024-12-10,北京市朝阳区太阳宫中路12号凯德MALL• 太阳宫”01层13A/14号
SHW138,上海森兰商都,Wagas,上海市,浦东新区,Shopping Mall,121.59175899999991,31.311848000000015,否,已开业,2024-12-10,上海浦东新区启帆路628号森兰商都1楼101-2部位
SHBS70,上海古北璟辰公寓,Baker & Spice,上海市,长宁区,Street-front,121.404453,31.192619,否,已开业,2024-12-24,上海市长宁区伊犁南路288弄璟辰公寓7幢7号楼1层7_1_1 室101
SZW23,深圳坂田万科广场,Wagas,深圳市,龙岗区,Shopping Mall,114.069757,22.628231,否,已开业,2024-09-30,广东省深圳市龙岗区坂田街道东坡路3号坂田万科广场  (项目)G层S-26、G层C-27号
SHBS69,上海百联南方,Baker & Spice,上海市,闵行区,Shopping Mall,121.40038700000002,31.131948000000015,否,已开业,2024-12-31,上海市沪闵路7388号、7250号‍F01‍层G04-01F01-01-0053‍ 室
BJBS28,北京首开通州万象汇,Baker & Spice,北京市,通州区,Shopping Mall,116.73389900000006,39.90393999999999,否,已开业,2024-09-20,北京市通州区运河东大街 51 号 L131a
BJW69,北京佳程广场,Wagas,北京市,朝阳区,Office/BusinessPark,116.45805600000006,39.95683700000002,否,已开业,2025-01-23,北京市朝阳区霞光里18号佳程广场A座1层102
SUZBS6,苏州永旺,Baker & Spice,苏州市,吴中区,Shopping Mall,120.75715,31.322931,否,已开业,2024-12-23,苏州市工业园区钟南街238号1F191-1
NBLK1,宁波K11-LK,Lokal,宁波市,鄞州区,Shopping Mall,121.56223711633993,29.867460756523002,否,已开业,2024-10-01,浙江省宁波市豫源街19号1F层C109号铺位
SHW136,上海太阳宫2,Wagas,上海市,虹口区,Shopping Mall,121.50033200000007,31.26309599999999,否,已开业,2024-09-27,上海市虹口区瑞虹路181号5层 520、K39室
BJW68,北京八达岭奥特莱斯,Wagas,北京市,昌平区,Shopping Mall,116.170375,40.235125,否,已开业,2024-09-13,北京市昌平区南口路1号院八达岭奥莱C1区1号楼1层116号
SHLK19,上海荟聚,Lokal,上海市,长宁区,Shopping Mall,121.36133365536,31.220336748129,否,已开业,2024-10-01,上海市长宁区金钟路 788 号上海荟聚中心L4层04C04号
BJBS27,北京印象城,Baker & Spice,北京市,海淀区,Shopping Mall,116.30288648827002,39.912251527408,否,已开业,2024-08-31,北京市海淀区翠微路12号海淀印象城第MA栋L1层01-27号
SHBS68,上海世博天地,Baker & Spice,上海市,浦东新区,Shopping Mall,121.488401,31.184365,否,已开业,2024-12-27,中国（上海）自由贸易试验区世博大道1515号办公B一层L137
BJW67,北京凯德晶品,Wagas,北京市,海淀区,Shopping Mall,116.29704100000004,39.908376000000004,否,已开业,2024-09-21,在北京市海淀区复兴路51号1幢凯德晶品购物中 心01层19/20号
SHW135,上海绿地外滩中心,Wagas,上海市,黄浦区,Shopping Mall,121.50478799999996,31.213126000000013,否,已开业,2024-09-06,"上海市黄浦区中山南路800弄3/4号绿地外滩中心1层L104b,L104c"
SHW134,上海芮欧,Wagas,上海市,静安区,Shopping Mall,121.44742099999996,31.223092000000005,否,已开业,2024-09-21,上海市静安区南京西路1601号越洋广场商场B102室
BJLK3,北京朝阳大悦城,Lokal,北京市,朝阳区,Shopping Mall,116.51855699999999,39.924361000000005,否,已开业,2024-08-31,北京市朝阳区朝阳北路101号楼朝阳大悦城购物中心【1F-31】号商铺
BJW66,北京官舍北区,Wagas,北京市,朝阳区,Shopping Mall,116.46353699999997,39.950845000000015,否,已开业,2024-10-29,北京朝阳区东方东路19号1号楼官舍2号商铺
SUZW6,苏州苏悦广场,Wagas,苏州市,苏州工业园区,Shopping Mall,120.668963,31.315084,否,已开业,2021-10-24,苏州工业园区苏州大道西119号苏悦商贸广场南区楼商场S1层S1-12单元
TJW2,天津国金汇,Wagas,天津市,和平区,Shopping Mall,117.19736599999999,39.119277,否,已开业,2024-08-27,天津市和平区南京路108号国金汇商场1 层 L1-02号
